filename,site,day,month,year,hour,date,val<Agelaius tricolor/Courtship Song>
CRam-2019-04-27_07-25.flac,2019 Creed Rd AM,27,04,19,07:25:00,2019/04/27,0
CRam-2019-04-26_18-18.flac,2019 Creed Rd AM,26,04,19,18:18:00,2019/04/26,0
CRam-2019-04-26_17-19.flac,2019 Creed Rd AM,26,04,19,17:19:00,2019/04/26,0
CRam-2019-04-26_16-16.flac,2019 Creed Rd AM,26,04,19,16:16:00,2019/04/26,0
CRam-2019-04-26_19-17.flac,2019 Creed Rd AM,26,04,19,19:17:00,2019/04/26,0
CRam-2019-04-26_15-17.flac,2019 Creed Rd AM,26,04,19,15:17:00,2019/04/26,0
CRam-2019-04-26_14-18.flac,2019 Creed Rd AM,26,04,19,14:18:00,2019/04/26,0
CRam-2019-04-26_13-19.flac,2019 Creed Rd AM,26,04,19,13:19:00,2019/04/26,0
CRam-2019-04-26_12-20.flac,2019 Creed Rd AM,26,04,19,12:20:00,2019/04/26,0
CRam-2019-04-26_11-21.flac,2019 Creed Rd AM,26,04,19,11:21:00,2019/04/26,0
CRam-2019-04-26_09-23.flac,2019 Creed Rd AM,26,04,19,09:23:00,2019/04/26,0
CRam-2019-04-26_08-24.flac,2019 Creed Rd AM,26,04,19,08:24:00,2019/04/26,0
CRam-2019-04-26_07-25.flac,2019 Creed Rd AM,26,04,19,07:25:00,2019/04/26,0
CRam-2019-04-25_19-17.flac,2019 Creed Rd AM,25,04,19,19:17:00,2019/04/25,0
CRam-2019-04-26_10-22.flac,2019 Creed Rd AM,26,04,19,10:22:00,2019/04/26,0
CRam-2019-04-25_18-18.flac,2019 Creed Rd AM,25,04,19,18:18:00,2019/04/25,0
CRam-2019-04-25_17-19.flac,2019 Creed Rd AM,25,04,19,17:19:00,2019/04/25,0
CRam-2019-04-25_16-16.flac,2019 Creed Rd AM,25,04,19,16:16:00,2019/04/25,0
CRam-2019-04-25_15-17.flac,2019 Creed Rd AM,25,04,19,15:17:00,2019/04/25,0
CRam-2019-04-25_13-19.flac,2019 Creed Rd AM,25,04,19,13:19:00,2019/04/25,0
CRam-2019-04-25_12-20.flac,2019 Creed Rd AM,25,04,19,12:20:00,2019/04/25,0
CRam-2019-04-25_11-21.flac,2019 Creed Rd AM,25,04,19,11:21:00,2019/04/25,0
CRam-2019-04-25_10-22.flac,2019 Creed Rd AM,25,04,19,10:22:00,2019/04/25,0
CRam-2019-04-25_10-02.flac,2019 Creed Rd AM,25,04,19,10:02:00,2019/04/25,1
CRam-2019-04-25_09-23.flac,2019 Creed Rd AM,25,04,19,09:23:00,2019/04/25,0
CRam-2019-04-25_07-25.flac,2019 Creed Rd AM,25,04,19,07:25:00,2019/04/25,0
CRam-2019-04-24_19-17.flac,2019 Creed Rd AM,24,04,19,19:17:00,2019/04/24,1
CRam-2019-04-24_18-18.flac,2019 Creed Rd AM,24,04,19,18:18:00,2019/04/24,0
CRam-2019-04-24_17-19.flac,2019 Creed Rd AM,24,04,19,17:19:00,2019/04/24,0
CRam-2019-04-24_16-16.flac,2019 Creed Rd AM,24,04,19,16:16:00,2019/04/24,0
CRam-2019-04-24_15-17.flac,2019 Creed Rd AM,24,04,19,15:17:00,2019/04/24,0
CRam-2019-04-24_14-18.flac,2019 Creed Rd AM,24,04,19,14:18:00,2019/04/24,0
CRam-2019-04-24_13-19.flac,2019 Creed Rd AM,24,04,19,13:19:00,2019/04/24,0
CRam-2019-04-24_12-20.flac,2019 Creed Rd AM,24,04,19,12:20:00,2019/04/24,0
CRam-2019-04-25_08-24.flac,2019 Creed Rd AM,25,04,19,08:24:00,2019/04/25,0
CRam-2019-04-24_11-21.flac,2019 Creed Rd AM,24,04,19,11:21:00,2019/04/24,0
CRam-2019-04-24_10-22.flac,2019 Creed Rd AM,24,04,19,10:22:00,2019/04/24,0
CRam-2019-04-24_09-23.flac,2019 Creed Rd AM,24,04,19,09:23:00,2019/04/24,0
CRam-2019-04-24_08-24.flac,2019 Creed Rd AM,24,04,19,08:24:00,2019/04/24,0
CRam-2019-04-24_07-25.flac,2019 Creed Rd AM,24,04,19,07:25:00,2019/04/24,1
CRam-2019-04-23_17-19.flac,2019 Creed Rd AM,23,04,19,17:19:00,2019/04/23,0
CRam-2019-04-23_15-17.flac,2019 Creed Rd AM,23,04,19,15:17:00,2019/04/23,0
CRam-2019-04-23_16-16.flac,2019 Creed Rd AM,23,04,19,16:16:00,2019/04/23,1
CRam-2019-04-23_19-17.flac,2019 Creed Rd AM,23,04,19,19:17:00,2019/04/23,1
CRam-2019-04-23_18-18.flac,2019 Creed Rd AM,23,04,19,18:18:00,2019/04/23,0
CRam-2019-04-23_14-18.flac,2019 Creed Rd AM,23,04,19,14:18:00,2019/04/23,0
CRam-2019-04-23_13-19.flac,2019 Creed Rd AM,23,04,19,13:19:00,2019/04/23,0
CRam-2019-04-23_12-20.flac,2019 Creed Rd AM,23,04,19,12:20:00,2019/04/23,0
CRam-2019-04-23_11-21.flac,2019 Creed Rd AM,23,04,19,11:21:00,2019/04/23,0
CRam-2019-04-23_10-22.flac,2019 Creed Rd AM,23,04,19,10:22:00,2019/04/23,0
CRam-2019-04-23_09-23.flac,2019 Creed Rd AM,23,04,19,09:23:00,2019/04/23,0
CRam-2019-04-23_08-24.flac,2019 Creed Rd AM,23,04,19,08:24:00,2019/04/23,1
CRam-2019-04-23_07-25.flac,2019 Creed Rd AM,23,04,19,07:25:00,2019/04/23,1
CRam-2019-04-22_19-17.flac,2019 Creed Rd AM,22,04,19,19:17:00,2019/04/22,1
CRam-2019-04-22_18-18.flac,2019 Creed Rd AM,22,04,19,18:18:00,2019/04/22,1
CRam-2019-04-22_17-19.flac,2019 Creed Rd AM,22,04,19,17:19:00,2019/04/22,0
CRam-2019-04-22_16-16.flac,2019 Creed Rd AM,22,04,19,16:16:00,2019/04/22,0
CRam-2019-04-22_15-17.flac,2019 Creed Rd AM,22,04,19,15:17:00,2019/04/22,0
CRam-2019-04-22_13-19.flac,2019 Creed Rd AM,22,04,19,13:19:00,2019/04/22,0
CRam-2019-04-22_12-20.flac,2019 Creed Rd AM,22,04,19,12:20:00,2019/04/22,0
CRam-2019-04-22_11-21.flac,2019 Creed Rd AM,22,04,19,11:21:00,2019/04/22,0
CRam-2019-04-22_10-22.flac,2019 Creed Rd AM,22,04,19,10:22:00,2019/04/22,0
CRam-2019-04-22_09-23.flac,2019 Creed Rd AM,22,04,19,09:23:00,2019/04/22,1
CRam-2019-04-22_08-24.flac,2019 Creed Rd AM,22,04,19,08:24:00,2019/04/22,1
CRam-2019-04-22_07-25.flac,2019 Creed Rd AM,22,04,19,07:25:00,2019/04/22,1
CRam-2019-04-28_09-23.flac,2019 Creed Rd AM,28,04,19,09:23:00,2019/04/28,0
CRam-2019-04-27_12-00.flac,2019 Creed Rd AM,27,04,19,12:00:00,2019/04/27,0
CRam-2019-04-25_14-18.flac,2019 Creed Rd AM,25,04,19,14:18:00,2019/04/25,0
CRam-2019-04-22_14-18.flac,2019 Creed Rd AM,22,04,19,14:18:00,2019/04/22,0
CRam-2019-05-24_19-17.flac,2019 Creed Rd AM,24,05,19,19:17:00,2019/05/24,0
CRam-2019-05-24_18-18.flac,2019 Creed Rd AM,24,05,19,18:18:00,2019/05/24,0
CRam-2019-05-24_17-19.flac,2019 Creed Rd AM,24,05,19,17:19:00,2019/05/24,0
CRam-2019-05-24_17-00.flac,2019 Creed Rd AM,24,05,19,17:00:00,2019/05/24,0
CRam-2019-05-24_16-16.flac,2019 Creed Rd AM,24,05,19,16:16:00,2019/05/24,0
CRam-2019-05-24_15-17.flac,2019 Creed Rd AM,24,05,19,15:17:00,2019/05/24,0
CRam-2019-05-24_14-18.flac,2019 Creed Rd AM,24,05,19,14:18:00,2019/05/24,0
CRam-2019-05-24_13-19.flac,2019 Creed Rd AM,24,05,19,13:19:00,2019/05/24,0
CRam-2019-05-24_12-20.flac,2019 Creed Rd AM,24,05,19,12:20:00,2019/05/24,0
CRam-2019-05-24_11-21.flac,2019 Creed Rd AM,24,05,19,11:21:00,2019/05/24,0
CRam-2019-05-24_10-22.flac,2019 Creed Rd AM,24,05,19,10:22:00,2019/05/24,0
CRam-2019-05-24_09-23.flac,2019 Creed Rd AM,24,05,19,09:23:00,2019/05/24,0
CRam-2019-05-24_08-24.flac,2019 Creed Rd AM,24,05,19,08:24:00,2019/05/24,0
CRam-2019-05-23_19-17.flac,2019 Creed Rd AM,23,05,19,19:17:00,2019/05/23,0
CRam-2019-05-23_18-18.flac,2019 Creed Rd AM,23,05,19,18:18:00,2019/05/23,0
CRam-2019-05-23_17-19.flac,2019 Creed Rd AM,23,05,19,17:19:00,2019/05/23,0
CRam-2019-05-23_16-16.flac,2019 Creed Rd AM,23,05,19,16:16:00,2019/05/23,0
CRam-2019-05-23_15-17.flac,2019 Creed Rd AM,23,05,19,15:17:00,2019/05/23,0
CRam-2019-05-23_14-18.flac,2019 Creed Rd AM,23,05,19,14:18:00,2019/05/23,0
CRam-2019-05-23_13-19.flac,2019 Creed Rd AM,23,05,19,13:19:00,2019/05/23,0
CRam-2019-05-23_12-20.flac,2019 Creed Rd AM,23,05,19,12:20:00,2019/05/23,0
CRam-2019-05-23_11-21.flac,2019 Creed Rd AM,23,05,19,11:21:00,2019/05/23,0
CRam-2019-05-23_10-22.flac,2019 Creed Rd AM,23,05,19,10:22:00,2019/05/23,0
CRam-2019-05-23_09-23.flac,2019 Creed Rd AM,23,05,19,09:23:00,2019/05/23,0
CRam-2019-05-23_08-24.flac,2019 Creed Rd AM,23,05,19,08:24:00,2019/05/23,0
CRam-2019-05-23_07-25.flac,2019 Creed Rd AM,23,05,19,07:25:00,2019/05/23,0
CRam-2019-05-22_19-17.flac,2019 Creed Rd AM,22,05,19,19:17:00,2019/05/22,0
CRam-2019-05-22_18-18.flac,2019 Creed Rd AM,22,05,19,18:18:00,2019/05/22,0
CRam-2019-05-22_17-19.flac,2019 Creed Rd AM,22,05,19,17:19:00,2019/05/22,0
CRam-2019-05-22_15-17.flac,2019 Creed Rd AM,22,05,19,15:17:00,2019/05/22,0
CRam-2019-05-22_12-20.flac,2019 Creed Rd AM,22,05,19,12:20:00,2019/05/22,0
CRam-2019-05-22_11-21.flac,2019 Creed Rd AM,22,05,19,11:21:00,2019/05/22,0
CRam-2019-05-22_10-22.flac,2019 Creed Rd AM,22,05,19,10:22:00,2019/05/22,0
CRam-2019-05-22_10-02.flac,2019 Creed Rd AM,22,05,19,10:02:00,2019/05/22,0
CRam-2019-05-22_09-23.flac,2019 Creed Rd AM,22,05,19,09:23:00,2019/05/22,0
CRam-2019-05-22_09-03.flac,2019 Creed Rd AM,22,05,19,09:03:00,2019/05/22,0
CRam-2019-05-22_08-24.flac,2019 Creed Rd AM,22,05,19,08:24:00,2019/05/22,0
CRam-2019-05-22_07-25.flac,2019 Creed Rd AM,22,05,19,07:25:00,2019/05/22,0
CRam-2019-05-22_13-19.flac,2019 Creed Rd AM,22,05,19,13:19:00,2019/05/22,0
CRam-2019-05-22_14-18.flac,2019 Creed Rd AM,22,05,19,14:18:00,2019/05/22,0
CRam-2019-05-22_07-05.flac,2019 Creed Rd AM,22,05,19,07:05:00,2019/05/22,0
CRam-2019-05-21_19-17.flac,2019 Creed Rd AM,21,05,19,19:17:00,2019/05/21,0
CRam-2019-05-21_18-18.flac,2019 Creed Rd AM,21,05,19,18:18:00,2019/05/21,0
CRam-2019-05-21_17-19.flac,2019 Creed Rd AM,21,05,19,17:19:00,2019/05/21,0
CRam-2019-05-21_17-00.flac,2019 Creed Rd AM,21,05,19,17:00:00,2019/05/21,0
CRam-2019-05-21_16-16.flac,2019 Creed Rd AM,21,05,19,16:16:00,2019/05/21,0
CRam-2019-05-21_15-17.flac,2019 Creed Rd AM,21,05,19,15:17:00,2019/05/21,0
CRam-2019-05-21_14-18.flac,2019 Creed Rd AM,21,05,19,14:18:00,2019/05/21,0
CRam-2019-05-21_13-19.flac,2019 Creed Rd AM,21,05,19,13:19:00,2019/05/21,0
CRam-2019-05-21_12-20.flac,2019 Creed Rd AM,21,05,19,12:20:00,2019/05/21,0
CRam-2019-05-21_11-21.flac,2019 Creed Rd AM,21,05,19,11:21:00,2019/05/21,0
CRam-2019-05-21_10-22.flac,2019 Creed Rd AM,21,05,19,10:22:00,2019/05/21,0
CRam-2019-05-21_09-23.flac,2019 Creed Rd AM,21,05,19,09:23:00,2019/05/21,0
CRam-2019-05-21_08-24.flac,2019 Creed Rd AM,21,05,19,08:24:00,2019/05/21,0
CRam-2019-05-21_07-25.flac,2019 Creed Rd AM,21,05,19,07:25:00,2019/05/21,0
CRam-2019-05-20_19-17.flac,2019 Creed Rd AM,20,05,19,19:17:00,2019/05/20,0
CRam-2019-05-20_18-18.flac,2019 Creed Rd AM,20,05,19,18:18:00,2019/05/20,0
CRam-2019-05-20_17-00.flac,2019 Creed Rd AM,20,05,19,17:00:00,2019/05/20,0
CRam-2019-05-20_16-16.flac,2019 Creed Rd AM,20,05,19,16:16:00,2019/05/20,0
CRam-2019-05-20_17-19.flac,2019 Creed Rd AM,20,05,19,17:19:00,2019/05/20,0
CRam-2019-05-20_15-17.flac,2019 Creed Rd AM,20,05,19,15:17:00,2019/05/20,0
CRam-2019-05-20_14-18.flac,2019 Creed Rd AM,20,05,19,14:18:00,2019/05/20,0
CRam-2019-05-20_13-19.flac,2019 Creed Rd AM,20,05,19,13:19:00,2019/05/20,0
CRam-2019-05-20_12-20.flac,2019 Creed Rd AM,20,05,19,12:20:00,2019/05/20,0
CRam-2019-05-20_11-21.flac,2019 Creed Rd AM,20,05,19,11:21:00,2019/05/20,0
CRam-2019-05-20_10-22.flac,2019 Creed Rd AM,20,05,19,10:22:00,2019/05/20,0
CRam-2019-05-20_09-23.flac,2019 Creed Rd AM,20,05,19,09:23:00,2019/05/20,0
CRam-2019-05-20_08-24.flac,2019 Creed Rd AM,20,05,19,08:24:00,2019/05/20,1
CRam-2019-05-20_07-25.flac,2019 Creed Rd AM,20,05,19,07:25:00,2019/05/20,1
CRam-2019-05-19_19-17.flac,2019 Creed Rd AM,19,05,19,19:17:00,2019/05/19,0
CRam-2019-05-19_18-18.flac,2019 Creed Rd AM,19,05,19,18:18:00,2019/05/19,0
CRam-2019-05-19_17-19.flac,2019 Creed Rd AM,19,05,19,17:19:00,2019/05/19,0
CRam-2019-05-19_16-16.flac,2019 Creed Rd AM,19,05,19,16:16:00,2019/05/19,0
CRam-2019-05-19_15-17.flac,2019 Creed Rd AM,19,05,19,15:17:00,2019/05/19,0
CRam-2019-05-19_14-18.flac,2019 Creed Rd AM,19,05,19,14:18:00,2019/05/19,0
CRam-2019-05-19_13-19.flac,2019 Creed Rd AM,19,05,19,13:19:00,2019/05/19,0
CRam-2019-05-19_12-20.flac,2019 Creed Rd AM,19,05,19,12:20:00,2019/05/19,0
CRam-2019-05-19_11-21.flac,2019 Creed Rd AM,19,05,19,11:21:00,2019/05/19,1
CRam-2019-05-19_10-22.flac,2019 Creed Rd AM,19,05,19,10:22:00,2019/05/19,1
CRam-2019-05-19_09-23.flac,2019 Creed Rd AM,19,05,19,09:23:00,2019/05/19,1
CRam-2019-05-19_08-24.flac,2019 Creed Rd AM,19,05,19,08:24:00,2019/05/19,1
CRam-2019-05-19_07-25.flac,2019 Creed Rd AM,19,05,19,07:25:00,2019/05/19,0
CRam-2019-05-18_19-17.flac,2019 Creed Rd AM,18,05,19,19:17:00,2019/05/18,0
CRam-2019-05-18_18-18.flac,2019 Creed Rd AM,18,05,19,18:18:00,2019/05/18,1
CRam-2019-05-18_17-19.flac,2019 Creed Rd AM,18,05,19,17:19:00,2019/05/18,1
CRam-2019-05-18_15-17.flac,2019 Creed Rd AM,18,05,19,15:17:00,2019/05/18,0
CRam-2019-05-18_14-18.flac,2019 Creed Rd AM,18,05,19,14:18:00,2019/05/18,0
CRam-2019-05-18_12-20.flac,2019 Creed Rd AM,18,05,19,12:20:00,2019/05/18,1
CRam-2019-05-18_16-16.flac,2019 Creed Rd AM,18,05,19,16:16:00,2019/05/18,0
CRam-2019-05-18_11-21.flac,2019 Creed Rd AM,18,05,19,11:21:00,2019/05/18,1
CRam-2019-05-18_10-22.flac,2019 Creed Rd AM,18,05,19,10:22:00,2019/05/18,1
CRam-2019-05-18_09-23.flac,2019 Creed Rd AM,18,05,19,09:23:00,2019/05/18,1
CRam-2019-05-18_08-24.flac,2019 Creed Rd AM,18,05,19,08:24:00,2019/05/18,1
CRam-2019-05-18_07-25.flac,2019 Creed Rd AM,18,05,19,07:25:00,2019/05/18,1
CRam-2019-05-17_18-18.flac,2019 Creed Rd AM,17,05,19,18:18:00,2019/05/17,1
CRam-2019-05-17_17-19.flac,2019 Creed Rd AM,17,05,19,17:19:00,2019/05/17,0
CRam-2019-05-17_16-16.flac,2019 Creed Rd AM,17,05,19,16:16:00,2019/05/17,1
CRam-2019-05-17_15-17.flac,2019 Creed Rd AM,17,05,19,15:17:00,2019/05/17,1
CRam-2019-05-17_19-17.flac,2019 Creed Rd AM,17,05,19,19:17:00,2019/05/17,0
CRam-2019-05-17_14-18.flac,2019 Creed Rd AM,17,05,19,14:18:00,2019/05/17,0
CRam-2019-05-17_13-19.flac,2019 Creed Rd AM,17,05,19,13:19:00,2019/05/17,1
CRam-2019-05-17_12-20.flac,2019 Creed Rd AM,17,05,19,12:20:00,2019/05/17,1
CRam-2019-05-17_11-21.flac,2019 Creed Rd AM,17,05,19,11:21:00,2019/05/17,1
CRam-2019-05-17_10-22.flac,2019 Creed Rd AM,17,05,19,10:22:00,2019/05/17,0
CRam-2019-05-17_09-23.flac,2019 Creed Rd AM,17,05,19,09:23:00,2019/05/17,1
CRam-2019-05-17_08-24.flac,2019 Creed Rd AM,17,05,19,08:24:00,2019/05/17,1
CRam-2019-05-17_07-25.flac,2019 Creed Rd AM,17,05,19,07:25:00,2019/05/17,1
CRam-2019-05-18_13-19.flac,2019 Creed Rd AM,18,05,19,13:19:00,2019/05/18,0
CRam-2019-04-27_12-20.flac,2019 Creed Rd AM,27,04,19,12:20:00,2019/04/27,0
