filename,site,day,month,year,hour,date,val<Agelaius tricolor/Alternative Song>
CRam-2019-05-30_13-19.flac,2019 Creed Rd AM,30,05,19,13:19:00,2019/05/30,0
CRam-2019-05-29_19-17.flac,2019 Creed Rd AM,29,05,19,19:17:00,2019/05/29,14
CRam-2019-05-29_18-18.flac,2019 Creed Rd AM,29,05,19,18:18:00,2019/05/29,26
CRam-2019-05-29_17-19.flac,2019 Creed Rd AM,29,05,19,17:19:00,2019/05/29,0
CRam-2019-05-29_16-16.flac,2019 Creed Rd AM,29,05,19,16:16:00,2019/05/29,36
CRam-2019-05-29_15-17.flac,2019 Creed Rd AM,29,05,19,15:17:00,2019/05/29,1
CRam-2019-05-29_14-18.flac,2019 Creed Rd AM,29,05,19,14:18:00,2019/05/29,23
CRam-2019-05-29_13-19.flac,2019 Creed Rd AM,29,05,19,13:19:00,2019/05/29,1
CRam-2019-05-28_19-17.flac,2019 Creed Rd AM,28,05,19,19:17:00,2019/05/28,18
CRam-2019-05-28_18-18.flac,2019 Creed Rd AM,28,05,19,18:18:00,2019/05/28,39
CRam-2019-05-28_17-19.flac,2019 Creed Rd AM,28,05,19,17:19:00,2019/05/28,41
CRam-2019-05-28_16-16.flac,2019 Creed Rd AM,28,05,19,16:16:00,2019/05/28,41
CRam-2019-05-28_15-17.flac,2019 Creed Rd AM,28,05,19,15:17:00,2019/05/28,4
CRam-2019-05-28_14-18.flac,2019 Creed Rd AM,28,05,19,14:18:00,2019/05/28,43
CRam-2019-05-28_13-19.flac,2019 Creed Rd AM,28,05,19,13:19:00,2019/05/28,2
CRam-2019-05-28_07-25.flac,2019 Creed Rd AM,28,05,19,07:25:00,2019/05/28,2
CRam-2019-05-28_09-23.flac,2019 Creed Rd AM,28,05,19,09:23:00,2019/05/28,2
CRam-2019-05-28_10-22.flac,2019 Creed Rd AM,28,05,19,10:22:00,2019/05/28,2
CRam-2019-05-28_12-20.flac,2019 Creed Rd AM,28,05,19,12:20:00,2019/05/28,1
CRam-2019-05-29_07-25.flac,2019 Creed Rd AM,29,05,19,07:25:00,2019/05/29,1
CRam-2019-05-29_09-23.flac,2019 Creed Rd AM,29,05,19,09:23:00,2019/05/29,1
CRam-2019-05-29_10-22.flac,2019 Creed Rd AM,29,05,19,10:22:00,2019/05/29,1
CRam-2019-05-29_12-20.flac,2019 Creed Rd AM,29,05,19,12:20:00,2019/05/29,1
CRam-2019-05-30_07-25.flac,2019 Creed Rd AM,30,05,19,07:25:00,2019/05/30,1
CRam-2019-05-30_09-23.flac,2019 Creed Rd AM,30,05,19,09:23:00,2019/05/30,0
CRam-2019-05-30_10-22.flac,2019 Creed Rd AM,30,05,19,10:22:00,2019/05/30,2
CRam-2019-05-30_12-20.flac,2019 Creed Rd AM,30,05,19,12:20:00,2019/05/30,1
CRam-2019-05-31_07-25.flac,2019 Creed Rd AM,31,05,19,07:25:00,2019/05/31,0
CRam-2019-05-31_09-23.flac,2019 Creed Rd AM,31,05,19,09:23:00,2019/05/31,0
CRam-2019-05-31_10-22.flac,2019 Creed Rd AM,31,05,19,10:22:00,2019/05/31,0
CRam-2019-05-31_12-20.flac,2019 Creed Rd AM,31,05,19,12:20:00,2019/05/31,0
CRam-2019-06-01_07-25.flac,2019 Creed Rd AM,01,06,19,07:25:00,2019/06/01,1
CRam-2019-06-01_09-23.flac,2019 Creed Rd AM,01,06,19,09:23:00,2019/06/01,0
CRam-2019-06-01_10-22.flac,2019 Creed Rd AM,01,06,19,10:22:00,2019/06/01,0
CRam-2019-06-01_12-20.flac,2019 Creed Rd AM,01,06,19,12:20:00,2019/06/01,0
CRam-2019-06-02_07-25.flac,2019 Creed Rd AM,02,06,19,07:25:00,2019/06/02,0
CRam-2019-06-02_08-24.flac,2019 Creed Rd AM,02,06,19,08:24:00,2019/06/02,1
CRam-2019-06-02_09-23.flac,2019 Creed Rd AM,02,06,19,09:23:00,2019/06/02,0
CRam-2019-06-02_10-22.flac,2019 Creed Rd AM,02,06,19,10:22:00,2019/06/02,0
CRam-2019-06-02_12-20.flac,2019 Creed Rd AM,02,06,19,12:20:00,2019/06/02,0
CRam-2019-05-08_08-24.flac,2019 Creed Rd AM,08,05,19,08:24:00,2019/05/08,0
CRam-2019-05-08_11-21.flac,2019 Creed Rd AM,08,05,19,11:21:00,2019/05/08,1
CRam-2019-05-09_11-21.flac,2019 Creed Rd AM,09,05,19,11:21:00,2019/05/09,1
CRam-2019-05-11_08-24.flac,2019 Creed Rd AM,11,05,19,08:24:00,2019/05/11,1
CRam-2019-05-11_10-22.flac,2019 Creed Rd AM,11,05,19,10:22:00,2019/05/11,1
CRam-2019-05-11_11-21.flac,2019 Creed Rd AM,11,05,19,11:21:00,2019/05/11,1
CRam-2019-05-12_08-24.flac,2019 Creed Rd AM,12,05,19,08:24:00,2019/05/12,1
CRam-2019-05-12_11-21.flac,2019 Creed Rd AM,12,05,19,11:21:00,2019/05/12,1
CRam-2019-05-14_08-24.flac,2019 Creed Rd AM,14,05,19,08:24:00,2019/05/14,0
CRam-2019-05-15_08-24.flac,2019 Creed Rd AM,15,05,19,08:24:00,2019/05/15,0
CRam-2019-05-15_11-21.flac,2019 Creed Rd AM,15,05,19,11:21:00,2019/05/15,0
CRam-2019-05-17_08-24.flac,2019 Creed Rd AM,17,05,19,08:24:00,2019/05/17,0
CRam-2019-05-17_11-21.flac,2019 Creed Rd AM,17,05,19,11:21:00,2019/05/17,1
CRam-2019-05-05_07-25.flac,2019 Creed Rd AM,05,05,19,07:25:00,2019/05/05,0
CRam-2019-05-05_08-24.flac,2019 Creed Rd AM,05,05,19,08:24:00,2019/05/05,0
CRam-2019-05-05_09-23.flac,2019 Creed Rd AM,05,05,19,09:23:00,2019/05/05,0
CRam-2019-05-05_10-22.flac,2019 Creed Rd AM,05,05,19,10:22:00,2019/05/05,0
CRam-2019-05-05_11-21.flac,2019 Creed Rd AM,05,05,19,11:21:00,2019/05/05,0
CRam-2019-05-05_12-20.flac,2019 Creed Rd AM,05,05,19,12:20:00,2019/05/05,0
CRam-2019-05-06_07-25.flac,2019 Creed Rd AM,06,05,19,07:25:00,2019/05/06,0
CRam-2019-05-06_08-24.flac,2019 Creed Rd AM,06,05,19,08:24:00,2019/05/06,0
CRam-2019-05-06_09-23.flac,2019 Creed Rd AM,06,05,19,09:23:00,2019/05/06,0
CRam-2019-05-06_10-22.flac,2019 Creed Rd AM,06,05,19,10:22:00,2019/05/06,0
CRam-2019-05-06_11-21.flac,2019 Creed Rd AM,06,05,19,11:21:00,2019/05/06,0
CRam-2019-05-06_12-20.flac,2019 Creed Rd AM,06,05,19,12:20:00,2019/05/06,0
CRam-2019-05-07_09-23.flac,2019 Creed Rd AM,07,05,19,09:23:00,2019/05/07,0
