filename,site,day,month,year,hour,date,tag<YNC-p2>,tag<p1a>,tag<p1c>,tag<p1f>,tag<p1n>,tag<p2c>,tag<p2f>,tag<p2n>,tag<reviewed-MH-e2>,tag<reviewed-MH-e>,tag<reviewed-MH-h>,tag<reviewed-MH-m>,tag<reviewed-MH>,tag<reviewed-WS-e>,tag<reviewed-WS-m>,tag<reviewed-WS>,tag<reviewed>,val<Agelaius tricolor/Alternative Song 2>,val<Agelaius tricolor/Alternative Song>,val<Agelaius tricolor/Common Song>,val<Agelaius tricolor/Courtship Song>,val<Agelaius tricolor/Simple Call 2>,val<sp11/Simple Call>,val<sp22/Simple Call>
Rush_Ranch-2017-03-02_21-00.flac,2017 Rush Ranch,02,03,17,21:00:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-02_21-20.flac,2017 Rush Ranch,02,03,17,21:20:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-02_21-40.flac,2017 Rush Ranch,02,03,17,21:40:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-02_22-00.flac,2017 Rush Ranch,02,03,17,22:00:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-02_22-20.flac,2017 Rush Ranch,02,03,17,22:20:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-02_22-40.flac,2017 Rush Ranch,02,03,17,22:40:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-02_23-00.flac,2017 Rush Ranch,02,03,17,23:00:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-02_23-20.flac,2017 Rush Ranch,02,03,17,23:20:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-02_23-40.flac,2017 Rush Ranch,02,03,17,23:40:00,2017/03/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_00-00.flac,2017 Rush Ranch,03,03,17,00:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_00-20.flac,2017 Rush Ranch,03,03,17,00:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_00-40.flac,2017 Rush Ranch,03,03,17,00:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_01-00.flac,2017 Rush Ranch,03,03,17,01:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_01-20.flac,2017 Rush Ranch,03,03,17,01:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_01-40.flac,2017 Rush Ranch,03,03,17,01:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_02-00.flac,2017 Rush Ranch,03,03,17,02:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_02-20.flac,2017 Rush Ranch,03,03,17,02:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_02-40.flac,2017 Rush Ranch,03,03,17,02:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_03-00.flac,2017 Rush Ranch,03,03,17,03:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_03-20.flac,2017 Rush Ranch,03,03,17,03:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_03-40.flac,2017 Rush Ranch,03,03,17,03:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_04-00.flac,2017 Rush Ranch,03,03,17,04:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_04-20.flac,2017 Rush Ranch,03,03,17,04:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_04-40.flac,2017 Rush Ranch,03,03,17,04:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_05-00.flac,2017 Rush Ranch,03,03,17,05:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_05-20.flac,2017 Rush Ranch,03,03,17,05:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_05-40.flac,2017 Rush Ranch,03,03,17,05:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_06-00.flac,2017 Rush Ranch,03,03,17,06:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_06-20.flac,2017 Rush Ranch,03,03,17,06:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_06-40.flac,2017 Rush Ranch,03,03,17,06:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,1,---,---,---,---
Rush_Ranch-2017-03-03_07-00.flac,2017 Rush Ranch,03,03,17,07:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,---,---,---
Rush_Ranch-2017-03-03_07-20.flac,2017 Rush Ranch,03,03,17,07:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,1,1,---,---,---
Rush_Ranch-2017-03-03_07-40.flac,2017 Rush Ranch,03,03,17,07:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,1,1,---,---,---
Rush_Ranch-2017-03-03_08-00.flac,2017 Rush Ranch,03,03,17,08:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,---,---,---
Rush_Ranch-2017-03-03_08-20.flac,2017 Rush Ranch,03,03,17,08:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,1,---,---,---
Rush_Ranch-2017-03-03_08-40.flac,2017 Rush Ranch,03,03,17,08:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_09-00.flac,2017 Rush Ranch,03,03,17,09:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_09-20.flac,2017 Rush Ranch,03,03,17,09:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_09-40.flac,2017 Rush Ranch,03,03,17,09:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_10-00.flac,2017 Rush Ranch,03,03,17,10:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_10-20.flac,2017 Rush Ranch,03,03,17,10:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_10-40.flac,2017 Rush Ranch,03,03,17,10:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_11-00.flac,2017 Rush Ranch,03,03,17,11:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_11-20.flac,2017 Rush Ranch,03,03,17,11:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_11-40.flac,2017 Rush Ranch,03,03,17,11:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_12-00.flac,2017 Rush Ranch,03,03,17,12:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_12-20.flac,2017 Rush Ranch,03,03,17,12:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_12-40.flac,2017 Rush Ranch,03,03,17,12:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_13-00.flac,2017 Rush Ranch,03,03,17,13:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_13-20.flac,2017 Rush Ranch,03,03,17,13:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_13-40.flac,2017 Rush Ranch,03,03,17,13:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_14-00.flac,2017 Rush Ranch,03,03,17,14:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_14-20.flac,2017 Rush Ranch,03,03,17,14:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_14-40.flac,2017 Rush Ranch,03,03,17,14:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_15-00.flac,2017 Rush Ranch,03,03,17,15:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_15-20.flac,2017 Rush Ranch,03,03,17,15:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,1,---,---,---,---
Rush_Ranch-2017-03-03_15-40.flac,2017 Rush Ranch,03,03,17,15:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,1,1,---,---,---
Rush_Ranch-2017-03-03_16-00.flac,2017 Rush Ranch,03,03,17,16:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_16-20.flac,2017 Rush Ranch,03,03,17,16:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_16-40.flac,2017 Rush Ranch,03,03,17,16:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,1,---,---,---,---
Rush_Ranch-2017-03-03_17-00.flac,2017 Rush Ranch,03,03,17,17:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,---,---,---
Rush_Ranch-2017-03-03_17-20.flac,2017 Rush Ranch,03,03,17,17:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_17-40.flac,2017 Rush Ranch,03,03,17,17:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_18-00.flac,2017 Rush Ranch,03,03,17,18:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_18-20.flac,2017 Rush Ranch,03,03,17,18:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_18-40.flac,2017 Rush Ranch,03,03,17,18:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_19-00.flac,2017 Rush Ranch,03,03,17,19:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,---,---,---,---
Rush_Ranch-2017-03-03_19-20.flac,2017 Rush Ranch,03,03,17,19:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_19-40.flac,2017 Rush Ranch,03,03,17,19:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_20-00.flac,2017 Rush Ranch,03,03,17,20:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_20-20.flac,2017 Rush Ranch,03,03,17,20:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_20-40.flac,2017 Rush Ranch,03,03,17,20:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_21-00.flac,2017 Rush Ranch,03,03,17,21:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_21-20.flac,2017 Rush Ranch,03,03,17,21:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_21-40.flac,2017 Rush Ranch,03,03,17,21:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_22-00.flac,2017 Rush Ranch,03,03,17,22:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_22-20.flac,2017 Rush Ranch,03,03,17,22:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_22-40.flac,2017 Rush Ranch,03,03,17,22:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_23-00.flac,2017 Rush Ranch,03,03,17,23:00:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_23-20.flac,2017 Rush Ranch,03,03,17,23:20:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-03_23-40.flac,2017 Rush Ranch,03,03,17,23:40:00,2017/03/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_00-00.flac,2017 Rush Ranch,04,03,17,00:00:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_00-20.flac,2017 Rush Ranch,04,03,17,00:20:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_00-40.flac,2017 Rush Ranch,04,03,17,00:40:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_01-00.flac,2017 Rush Ranch,04,03,17,01:00:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_01-20.flac,2017 Rush Ranch,04,03,17,01:20:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_01-40.flac,2017 Rush Ranch,04,03,17,01:40:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_02-00.flac,2017 Rush Ranch,04,03,17,02:00:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_02-20.flac,2017 Rush Ranch,04,03,17,02:20:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_02-40.flac,2017 Rush Ranch,04,03,17,02:40:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_03-00.flac,2017 Rush Ranch,04,03,17,03:00:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_03-20.flac,2017 Rush Ranch,04,03,17,03:20:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_03-40.flac,2017 Rush Ranch,04,03,17,03:40:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_04-00.flac,2017 Rush Ranch,04,03,17,04:00:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_04-20.flac,2017 Rush Ranch,04,03,17,04:20:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_04-40.flac,2017 Rush Ranch,04,03,17,04:40:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_05-00.flac,2017 Rush Ranch,04,03,17,05:00:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_05-20.flac,2017 Rush Ranch,04,03,17,05:20:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_05-40.flac,2017 Rush Ranch,04,03,17,05:40:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_06-00.flac,2017 Rush Ranch,04,03,17,06:00:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_06-20.flac,2017 Rush Ranch,04,03,17,06:20:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_06-40.flac,2017 Rush Ranch,04,03,17,06:40:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,1,---,---,---,---
Rush_Ranch-2017-03-04_07-00.flac,2017 Rush Ranch,04,03,17,07:00:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,---,---,2,1,---,---,---
Rush_Ranch-2017-03-04_07-20.flac,2017 Rush Ranch,04,03,17,07:20:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
Rush_Ranch-2017-03-04_07-40.flac,2017 Rush Ranch,04,03,17,07:40:00,2017/03/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---,---,---,---
