Filename,Site,Date,Recording_ID,Visualizer_URL,Google_Sheets_Link
Rush_Ranch-2017-03-05_12-00.flac,2017 Rush Ranch,2017-03-05 12:00:00,2388751,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388751,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388751"", ""Open Visualizer"")"
Rush_Ranch-2017-03-05_13-00.flac,2017 Rush Ranch,2017-03-05 13:00:00,2388693,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388693,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388693"", ""Open Visualizer"")"
Rush_Ranch-2017-03-05_14-00.flac,2017 Rush Ranch,2017-03-05 14:00:00,2389024,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389024,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389024"", ""Open Visualizer"")"
Rush_Ranch-2017-03-05_15-00.flac,2017 Rush Ranch,2017-03-05 15:00:00,2388939,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388939,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388939"", ""Open Visualizer"")"
Rush_Ranch-2017-03-05_16-00.flac,2017 Rush Ranch,2017-03-05 16:00:00,2388961,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388961,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388961"", ""Open Visualizer"")"
Rush_Ranch-2017-03-05_17-00.flac,2017 Rush Ranch,2017-03-05 17:00:00,2388609,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388609,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388609"", ""Open Visualizer"")"
Rush_Ranch-2017-03-05_18-00.flac,2017 Rush Ranch,2017-03-05 18:00:00,2388839,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388839,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388839"", ""Open Visualizer"")"
Rush_Ranch-2017-03-05_19-00.flac,2017 Rush Ranch,2017-03-05 19:00:00,2388696,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388696,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388696"", ""Open Visualizer"")"
Rush_Ranch-2017-03-05_20-00.flac,2017 Rush Ranch,2017-03-05 20:00:00,2388787,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388787,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388787"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_06-00.flac,2017 Rush Ranch,2017-03-06 06:00:00,2388620,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388620,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388620"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_07-00.flac,2017 Rush Ranch,2017-03-06 07:00:00,2388726,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388726,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388726"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_08-00.flac,2017 Rush Ranch,2017-03-06 08:00:00,2388629,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388629,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388629"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_09-00.flac,2017 Rush Ranch,2017-03-06 09:00:00,2388666,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388666,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388666"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_10-00.flac,2017 Rush Ranch,2017-03-06 10:00:00,2388636,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388636,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388636"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_11-00.flac,2017 Rush Ranch,2017-03-06 11:00:00,2388651,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388651,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388651"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_12-00.flac,2017 Rush Ranch,2017-03-06 12:00:00,2388724,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388724,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388724"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_13-00.flac,2017 Rush Ranch,2017-03-06 13:00:00,2388631,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388631,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388631"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_14-00.flac,2017 Rush Ranch,2017-03-06 14:00:00,2388755,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388755,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388755"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_15-00.flac,2017 Rush Ranch,2017-03-06 15:00:00,2388720,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388720,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388720"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_16-00.flac,2017 Rush Ranch,2017-03-06 16:00:00,2388763,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388763,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388763"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_17-00.flac,2017 Rush Ranch,2017-03-06 17:00:00,2388660,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388660,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388660"", ""Open Visualizer"")"
Rush_Ranch-2017-03-06_18-00.flac,2017 Rush Ranch,2017-03-06 18:00:00,2388863,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388863,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388863"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_06-00.flac,2017 Rush Ranch,2017-03-07 06:00:00,2388731,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388731,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388731"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_07-00.flac,2017 Rush Ranch,2017-03-07 07:00:00,2388690,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388690,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388690"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_07-40.flac,2017 Rush Ranch,2017-03-07 07:40:00,2388760,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388760,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388760"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_09-00.flac,2017 Rush Ranch,2017-03-07 09:00:00,2388683,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388683,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388683"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_10-00.flac,2017 Rush Ranch,2017-03-07 10:00:00,2388750,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388750,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388750"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_11-00.flac,2017 Rush Ranch,2017-03-07 11:00:00,2388913,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388913,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388913"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_12-00.flac,2017 Rush Ranch,2017-03-07 12:00:00,2388789,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388789,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388789"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_13-00.flac,2017 Rush Ranch,2017-03-07 13:00:00,2388805,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388805,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388805"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_14-00.flac,2017 Rush Ranch,2017-03-07 14:00:00,2389644,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389644,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389644"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_15-00.flac,2017 Rush Ranch,2017-03-07 15:00:00,2388745,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388745,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388745"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_16-00.flac,2017 Rush Ranch,2017-03-07 16:00:00,2388818,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388818,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388818"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_17-00.flac,2017 Rush Ranch,2017-03-07 17:00:00,2388799,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388799,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388799"", ""Open Visualizer"")"
Rush_Ranch-2017-03-07_18-00.flac,2017 Rush Ranch,2017-03-07 18:00:00,2388704,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388704,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388704"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_06-00.flac,2017 Rush Ranch,2017-03-08 06:00:00,2388944,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388944,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388944"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_07-00.flac,2017 Rush Ranch,2017-03-08 07:00:00,2388978,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388978,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388978"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_08-00.flac,2017 Rush Ranch,2017-03-08 08:00:00,2388808,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388808,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388808"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_09-20.flac,2017 Rush Ranch,2017-03-08 09:20:00,2388792,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388792,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388792"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_10-00.flac,2017 Rush Ranch,2017-03-08 10:00:00,2388782,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388782,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388782"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_11-00.flac,2017 Rush Ranch,2017-03-08 11:00:00,2388798,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388798,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388798"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_12-00.flac,2017 Rush Ranch,2017-03-08 12:00:00,2388946,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388946,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388946"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_13-00.flac,2017 Rush Ranch,2017-03-08 13:00:00,2388777,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388777,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388777"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_14-00.flac,2017 Rush Ranch,2017-03-08 14:00:00,2388737,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388737,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388737"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_15-00.flac,2017 Rush Ranch,2017-03-08 15:00:00,2388746,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388746,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388746"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_16-00.flac,2017 Rush Ranch,2017-03-08 16:00:00,2388861,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388861,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388861"", ""Open Visualizer"")"
Rush_Ranch-2017-03-08_18-00.flac,2017 Rush Ranch,2017-03-08 18:00:00,2388765,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388765,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388765"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_06-00.flac,2017 Rush Ranch,2017-03-09 06:00:00,2388848,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388848,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388848"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_07-00.flac,2017 Rush Ranch,2017-03-09 07:00:00,2388791,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388791,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388791"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_08-00.flac,2017 Rush Ranch,2017-03-09 08:00:00,2388784,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388784,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388784"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_09-00.flac,2017 Rush Ranch,2017-03-09 09:00:00,2388952,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388952,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388952"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_10-00.flac,2017 Rush Ranch,2017-03-09 10:00:00,2388794,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388794,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388794"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_11-00.flac,2017 Rush Ranch,2017-03-09 11:00:00,2389077,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389077,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389077"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_12-00.flac,2017 Rush Ranch,2017-03-09 12:00:00,2388924,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388924,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388924"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_13-00.flac,2017 Rush Ranch,2017-03-09 13:00:00,2389044,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389044,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389044"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_14-00.flac,2017 Rush Ranch,2017-03-09 14:00:00,2388882,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388882,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388882"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_15-00.flac,2017 Rush Ranch,2017-03-09 15:00:00,2388793,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388793,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388793"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_16-00.flac,2017 Rush Ranch,2017-03-09 16:00:00,2388898,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388898,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388898"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_17-00.flac,2017 Rush Ranch,2017-03-09 17:00:00,2389378,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389378,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389378"", ""Open Visualizer"")"
Rush_Ranch-2017-03-09_18-00.flac,2017 Rush Ranch,2017-03-09 18:00:00,2389276,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389276,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389276"", ""Open Visualizer"")"
Rush_Ranch-2017-03-10_06-00.flac,2017 Rush Ranch,2017-03-10 06:00:00,2388957,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388957,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388957"", ""Open Visualizer"")"
Rush_Ranch-2017-03-10_07-00.flac,2017 Rush Ranch,2017-03-10 07:00:00,2389144,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389144,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389144"", ""Open Visualizer"")"
Rush_Ranch-2017-03-10_08-00.flac,2017 Rush Ranch,2017-03-10 08:00:00,2389022,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389022,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2389022"", ""Open Visualizer"")"
Rush_Ranch-2017-03-10_09-00.flac,2017 Rush Ranch,2017-03-10 09:00:00,2388853,https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388853,"=HYPERLINK(""https://arbimon.org/p/tricolored-blackbird-breeding-phenology/visualizer/rec/2388853"", ""Open Visualizer"")"
