pattern_matching_id,recording_id,species_id,songtype_id,x1,x2,y1,y2,score,validated
81941,148120573,48551,4,18.51733398,19.40266609,3281,5719,0.299924463,1
81941,148121268,48551,4,38.17066574,39.05599976,3281,5719,0.236583978,1
81941,148121681,48551,4,48.14400101,49.02933502,3281,5719,0.242557317,1
81941,148121735,48551,4,25.37599945,26.26133347,3281,5719,0.285785466,1
81941,148121767,48551,4,44.51733398,45.402668,3281,5719,0.23324208,1
81941,148121769,48551,4,4.325333118,5.210666656,3281,5719,0.227464408,1
81941,148121977,48551,4,47.59999847,48.48533249,3281,5719,0.30517894,1
81941,148122020,48551,4,49.01333237,49.89866638,3281,5719,0.216684833,1
81941,148122153,48551,4,29.24266624,30.12800026,3281,5719,0.226073891,1
81941,148122246,48551,4,58.9066658,59.79199982,3281,5719,0.253188014,1
81941,148122255,48551,4,31.57866669,32.4640007,3281,5719,0.297032475,1
81941,148122344,48551,4,10.97599983,11.86133289,3281,5719,0.21784462,1
81941,148122433,48551,4,47.98400116,48.86933517,3281,5719,0.212277845,1
81941,148122437,48551,4,19.85066605,20.73600006,3281,5719,0.280189097,1
81941,148122617,48551,4,8.394666672,9.279999733,3281,5719,0.224339545,1
81941,148122650,48551,4,17.64266586,18.52799988,3281,5719,0.232976839,1
81941,148122770,48551,4,15.60000038,16.48533249,3281,5719,0.216131926,1
81941,148122868,48551,4,2.927999973,3.813333273,3281,5719,0.24195911,1
81941,148122988,48551,4,57.98400116,58.86933517,3281,5719,0.285654902,1
81941,148123014,48551,4,32.05333328,32.9386673,3281,5719,0.279306859,1
81941,148123017,48551,4,16.29333305,17.17866707,3281,5719,0.245824069,1
81941,148123441,48551,4,44.97600174,45.86133194,3281,5719,0.300005198,1
81941,148123463,48551,4,31.88800049,32.7733345,3281,5719,0.201385304,1
81941,148123464,48551,4,13.3760004,14.26133347,3281,5719,0.206719741,1
81941,148123487,48551,4,8.149333,9.034667015,3281,5719,0.225289971,1
81941,148142107,48551,4,49.08800125,49.97333145,3281,5719,0.212220997,1
81941,148123589,48551,4,32.30400085,33.18933487,3281,5719,0.208301038,1
81941,148123673,48551,4,0.624000013,1.509333372,3281,5719,0.203416079,1
81941,148124080,48551,4,40.74133301,41.62666702,3281,5719,0.236435652,1
81941,148124369,48551,4,44.66133499,45.54666519,3281,5719,0.203545526,1
81941,148124877,48551,4,21.2373333,22.12266731,3281,5719,0.219455048,1
81941,148125102,48551,4,50.3093338,51.19466782,3281,5719,0.203484744,1
81941,148125389,48551,4,29.01866722,29.90399933,3281,5719,0.220825195,1
81941,148125391,48551,4,21.18933296,22.07466698,3281,5719,0.228444383,1
81941,148125618,48551,4,41.73333359,42.6186676,3281,5719,0.232223019,1
81941,148125630,48551,4,11.63733292,12.52266693,3281,5719,0.225752011,1
81941,148125632,48551,4,25.57866669,26.4640007,3281,5719,0.223088399,1
81941,148126027,48551,4,49.54666519,50.43199921,3281,5719,0.2440864,1
81941,148126045,48551,4,4.037333488,4.92266655,3281,5719,0.201269016,1
81941,148126165,48551,4,39.30133438,40.1866684,3281,5719,0.200026095,1
81941,148126257,48551,4,5.296000004,6.181333542,3281,5719,0.204497427,1
81941,148126473,48551,4,40.47999954,41.36533356,3281,5719,0.206132427,1
81941,148126504,48551,4,39.57866669,40.4640007,3281,5719,0.202678427,1
81941,148126530,48551,4,1.402666688,2.288000107,3281,5719,0.271550894,1
81941,148126533,48551,4,0.266666681,1.15199995,3281,5719,0.266266316,1
81941,148127027,48551,4,49.95199966,50.83733368,3281,5719,0.227380231,1
81941,148127415,48551,4,48.31466675,49.20000076,3281,5719,0.210102797,1
81941,148128225,48551,4,4.810666561,5.696000099,3281,5719,0.201808989,1
81941,148128241,48551,4,24.32533264,25.21066666,3281,5719,0.266730517,1
81941,148128326,48551,4,37.20533371,38.09066772,3281,5719,0.219262034,1
81941,148128331,48551,4,28.7626667,29.64800072,3281,5719,0.209265217,1
81941,148128575,48551,4,58.37333298,59.25866699,3281,5719,0.244706228,1
81941,148128576,48551,4,45.39199829,46.27733231,3281,5719,0.216591701,1
81941,148128605,48551,4,15.40266705,16.28800011,3281,5719,0.257500172,1
81941,148128651,48551,4,0.416000009,1.301333308,3281,5719,0.274071872,1
81941,148128815,48551,4,44.13866806,45.02399826,3281,5719,0.230159536,1
81941,148129039,48551,4,24.53866577,25.42399979,3281,5719,0.346377224,1
81941,148129065,48551,4,11.05599976,11.94133377,3281,5719,0.214656726,1
81941,148129122,48551,4,40.39466476,41.27999878,3281,5719,0.207539156,1
81941,148129143,48551,4,49.21066666,50.09600067,3281,5719,0.230917722,1
81941,148129252,48551,4,37.97866821,38.86399841,3281,5719,0.20380637,1
81941,148129487,48551,4,22.71466637,23.60000038,3281,5719,0.226187944,1
81941,148129871,48551,4,50.72000122,51.60533524,3281,5719,0.223820776,1
81941,148129912,48551,4,36.08533478,36.97066498,3281,5719,0.242805555,1
81941,148129925,48551,4,18.31466675,19.20000076,3281,5719,0.20808211,1
81941,148129959,48551,4,17.35466576,18.23999977,3281,5719,0.209956586,1
81941,148130197,48551,4,11.33866692,12.22399998,3281,5719,0.260002315,1
81941,148130218,48551,4,53.05066681,53.93600082,3281,5719,0.21272245,1
81941,148130243,48551,4,11.16800022,12.05333328,3281,5719,0.272467375,1
81941,148130378,48551,4,5.621333122,6.50666666,3281,5719,0.254049242,1
81941,148130874,48551,4,3.743999958,4.629333496,3281,5719,0.229988977,1
81941,148132030,48551,4,3.920000076,4.805333138,3281,5719,0.229691744,1
81941,148132050,48551,4,4.965333462,5.850666523,3281,5719,0.205665067,1
81941,148132520,48551,4,11.49333286,12.37866688,3281,5719,0.206615269,1
81941,148132523,48551,4,53.52000046,54.40533447,3281,5719,0.210915372,1
81941,148132606,48551,4,12.59733295,13.48266697,3281,5719,0.320101917,1
81941,148133264,48551,4,35.16266632,36.04800034,3281,5719,0.207931697,1
81941,148134318,48551,4,3.135999918,4.021333218,3281,5719,0.261201531,1
81941,148134825,48551,4,21.15733337,22.04266739,3281,5719,0.206744298,1
81941,148103926,48551,4,44.57600021,45.46133423,3281,5719,0.222089872,1
81941,148104116,48551,4,27.00266647,27.88800049,3281,5719,0.206493899,1
81941,148104121,48551,4,22.7626667,23.64800072,3281,5719,0.215736315,1
81941,148104129,48551,4,37.98933411,38.87466812,3281,5719,0.215234354,1
81941,148104169,48551,4,17.46666718,18.35199928,3281,5719,0.230296522,1
81941,148104213,48551,4,57.47733307,58.36266708,3281,5719,0.244596571,1
81941,148104980,48551,4,28.85866737,29.74399948,3281,5719,0.212761506,1
81941,148105271,48551,4,43.90933228,44.79466629,3281,5719,0.237354204,1
81941,148105811,48551,4,20.66666603,21.55200005,3281,5719,0.237622067,1
81941,148105929,48551,4,47.2159996,48.10133362,3281,5719,0.211667612,1
81941,148105997,48551,4,8.490666389,9.376000404,3281,5719,0.232065827,1
81941,148106055,48551,4,12.27200031,13.15733337,3281,5719,0.210324675,1
81941,148107028,48551,4,24.49066734,25.37599945,3281,5719,0.215667069,1
81941,148107089,48551,4,48.2879982,49.17333221,3281,5719,0.266031176,1
81941,148107340,48551,4,58.56000137,59.44533157,3281,5719,0.225832045,1
81941,148107372,48551,4,25.5466671,26.43199921,3281,5719,0.202376172,1
81941,148107441,48551,4,9.343999863,10.22933292,3281,5719,0.242453262,1
81941,148107630,48551,4,6.703999996,7.589333534,3281,5719,0.211554438,1
81941,148107653,48551,4,51.8133316,52.69866562,3281,5719,0.217503786,1
81941,148107687,48551,4,34.74133301,35.62666702,3281,5719,0.205960944,1
81941,148107826,48551,4,0.581333339,1.466666698,3281,5719,0.223809004,1
81941,148107935,48551,4,2.042666674,2.927999973,3281,5719,0.202564284,1
81941,148107973,48551,4,19.82933426,20.71466637,3281,5719,0.225559413,1
81941,148108760,48551,4,15.63199997,16.51733398,3281,5719,0.220611304,1
81941,148108789,48551,4,44.10666656,44.99200058,3281,5719,0.203084186,1
81941,148108879,48551,4,41.84000015,42.72533417,3281,5719,0.216671824,1
81941,148109028,48551,4,1.941333294,2.826666594,3281,5719,0.273905784,1
81941,148109239,48551,4,36.9066658,37.79199982,3281,5719,0.248365194,1
81941,148109265,48551,4,38.03733444,38.92266846,3281,5719,0.231063813,1
81941,148109275,48551,4,3.690666676,4.576000214,3281,5719,0.27958563,1
81941,148109909,48551,4,3.088000059,3.973333359,3281,5719,0.219865069,1
81941,148110069,48551,4,31.03466606,31.92000008,3281,5719,0.218326211,1
81941,148110292,48551,4,13.16800022,14.05333328,3281,5719,0.231171966,1
81941,148138990,48551,4,15.27466679,16.15999985,3281,5719,0.219662473,1
81941,148146747,48551,4,24.36800003,25.25333405,3281,5719,0.297912389,1
81941,148147230,48551,4,18.62400055,19.50933266,3281,5719,0.202853009,1
81941,148147231,48551,4,7.605333328,8.490666389,3281,5719,0.266404301,1
81941,148149229,48551,4,49.85599899,50.74133301,3281,5719,0.292256802,1
81941,148149271,48551,4,22.36800003,23.25333405,3281,5719,0.208360478,1
81941,148149276,48551,4,36.64533234,37.53066635,3281,5719,0.215043902,1
81941,148150143,48551,4,27.81866646,28.70400047,3281,5719,0.235085398,1
81941,148150849,48551,4,57.34400177,58.22933197,3281,5719,0.215084881,1
81941,148151020,48551,4,46.93333435,47.81866837,3281,5719,0.215037316,1
81941,148151723,48551,4,22.42133331,23.30666733,3281,5719,0.245961547,1
81941,148115118,48551,4,20.9386673,21.8239994,3281,5719,0.203570008,1
81941,148115184,48551,4,40.66133499,41.54666519,3281,5719,0.241721839,1
81941,148115188,48551,4,2.042666674,2.927999973,3281,5719,0.211323023,1
81941,148115315,48551,4,46.92266846,47.80799866,3281,5719,0.269109428,1
81941,148115437,48551,4,43.39733505,44.28266525,3281,5719,0.205998689,1
81941,148115464,48551,4,26.58133316,27.46666718,3281,5719,0.201514393,1
81941,148115584,48551,4,22.87999916,23.76533318,3281,5719,0.321145028,1
81941,148115623,48551,4,29.13599968,30.02133369,3281,5719,0.21318382,1
81941,148115624,48551,4,12.10133362,12.98666668,3281,5719,0.321324229,1
81941,148115735,48551,4,49.12533188,50.01066589,3281,5719,0.226057962,1
81941,148115780,48551,4,49.08800125,49.97333145,3281,5719,0.234125823,1
81941,148115838,48551,4,28.02133369,28.9066658,3281,5719,0.260288239,1
81941,148115859,48551,4,22.52266693,23.40800095,3281,5719,0.233319551,1
81941,148115893,48551,4,4.751999855,5.637333393,3281,5719,0.210816115,1
81941,148115954,48551,4,16.1760006,17.0613327,3281,5719,0.233053699,1
81941,148115998,48551,4,22.54933357,23.43466759,3281,5719,0.211424649,1
81941,148116026,48551,4,14.14400005,15.02933311,3281,5719,0.286937296,1
81941,148116526,48551,4,55.19466782,56.08000183,3281,5719,0.25336656,1
81941,148116665,48551,4,37.30666733,38.19200134,3281,5719,0.220002949,1
81941,148116746,48551,4,2.528000116,3.413333416,3281,5719,0.230956391,1
81941,148117159,48551,4,5.007999897,5.893333435,3281,5719,0.239856616,1
81941,148117523,48551,4,9.429333687,10.31466675,3281,5719,0.297184169,1
81941,148117630,48551,4,24.46933365,25.35466576,3281,5719,0.250072509,1
81941,148117640,48551,4,32.11199951,32.99733353,3281,5719,0.227492571,1
81941,148117651,48551,4,0.437333345,1.322666645,3281,5719,0.208509013,1
81941,148117756,48551,4,31.97866631,32.86399841,3281,5719,0.241266385,1
81941,148117932,48551,4,25.2159996,26.10133362,3281,5719,0.217085823,1
81941,148117990,48551,4,46.88533401,47.77066803,3281,5719,0.217121214,1
81941,148118011,48551,4,58.61333466,59.49866486,3281,5719,0.261170089,1
81941,148118050,48551,4,22.58133316,23.46666718,3281,5719,0.202812225,1
81941,148118096,48551,4,54.10666656,54.99200058,3281,5719,0.205736771,1
81941,148118462,48551,4,24.55466652,25.44000053,3281,5719,0.241133377,1
81941,148118502,48551,4,16.02666664,16.91200066,3281,5719,0.231071129,1
81941,148118506,48551,4,7.42933321,8.314666748,3281,5719,0.280076712,1
81941,148118707,48551,4,10.6239996,11.50933361,3281,5719,0.206201866,1
81941,148118915,48551,4,26.88533401,27.77066612,3281,5719,0.272287369,1
81941,148118937,48551,4,17.06666756,17.95199966,3281,5719,0.212922305,1
81942,148152031,48552,4,7.125333309,7.962666512,2906,6188,0.234818891,1
81942,148133075,48552,4,49.10933304,49.94666672,2906,6188,0.210001692,1
81942,148133135,48552,4,50.85866547,51.69599915,2906,6188,0.311003715,1
81942,148133204,48552,4,56.43733215,57.27466583,2906,6188,0.217270076,1
81942,148133264,48552,4,1.503999949,2.341333389,2906,6188,0.200225011,1
81942,148134080,48552,4,45.52000046,46.35733414,2906,6188,0.265825897,1
81942,148134314,48552,4,56.92266846,57.75999832,2906,6188,0.244724765,1
81942,148134318,48552,4,9.322667122,10.15999985,2906,6188,0.329106539,1
81942,148134825,48552,4,44.11199951,44.94933319,2906,6188,0.320624769,1
81942,148136801,48552,4,18.58133316,19.41866684,2906,6188,0.414102972,1
81942,148137470,48552,4,13.02400017,13.86133289,2906,6188,0.321548134,1
81942,148103926,48552,4,38.02133179,38.85866547,2906,6188,0.258882374,1
81942,148104006,48552,4,56.03733444,56.87466812,2906,6188,0.229234725,1
81942,148104116,48552,4,7.450666904,8.288000107,2906,6188,0.258261234,1
81942,148104121,48552,4,29.8560009,30.69333267,2906,6188,0.284508109,1
81942,148104129,48552,4,15.25866699,16.09600067,2906,6188,0.267313719,1
81942,148104131,48552,4,10.6239996,11.46133327,2906,6188,0.232694969,1
81942,148104169,48552,4,52.19200134,53.02933502,2906,6188,0.268012375,1
81942,148104213,48552,4,40.33066559,41.16799927,2906,6188,0.337260276,1
81942,148104768,48552,4,11.19466686,12.03199959,2906,6188,0.20635961,1
81942,148104980,48552,4,54.597332,55.43466568,2906,6188,0.250998437,1
81942,148105271,48552,4,52.17599869,53.01333237,2906,6188,0.300467402,1
81942,148105457,48552,4,4.368000031,5.205333233,2906,6188,0.246455833,1
81942,148105811,48552,4,35.77600098,36.61333466,2906,6188,0.28072843,1
81942,148105929,48552,4,47.17866516,48.01599884,2906,6188,0.255400449,1
81942,148105997,48552,4,21.05066681,21.88800049,2906,6188,0.269690156,1
81942,148106055,48552,4,16.48533249,17.32266617,2906,6188,0.295824677,1
81942,148106727,48552,4,30.4746666,31.31200027,2906,6188,0.206192985,1
81942,148106752,48552,4,26.21333313,27.05066681,2906,6188,0.205147102,1
81942,148106959,48552,4,6.261333466,7.098666668,2906,6188,0.269233316,1
81942,148107028,48552,4,11.04533291,11.88266659,2906,6188,0.230431452,1
81942,148107089,48552,4,33.68000031,34.51733398,2906,6188,0.339650393,1
81942,148107183,48552,4,55.9679985,56.80533218,2906,6188,0.260314405,1
81942,148107340,48552,4,40.72000122,41.5573349,2906,6188,0.296842545,1
81942,148107372,48552,4,25.20533371,26.04266739,2906,6188,0.273589343,1
81942,148107441,48552,4,13.70666695,14.54399967,2906,6188,0.30314815,1
81942,148107630,48552,4,9.829333305,10.66666698,2906,6188,0.23692359,1
81942,148107653,48552,4,54.91199875,55.74933243,2906,6188,0.260576367,1
81942,148107687,48552,4,37.10400009,37.94133377,2906,6188,0.233633772,1
81942,148107826,48552,4,46.74133301,47.57866669,2906,6188,0.264978647,1
81942,148107930,48552,4,57.45066833,58.2879982,2906,6188,0.208100691,1
81942,148107935,48552,4,4.927999973,5.765333176,2906,6188,0.340845734,1
81942,148107966,48552,4,58.13333511,58.97066498,2906,6188,0.224258721,1
81942,148107973,48552,4,19.12000084,19.95733261,2906,6188,0.274484366,1
81942,148108475,48552,4,12.51200008,13.34933376,2906,6188,0.258696347,1
81942,148108503,48552,4,59.10400009,59.94133377,2906,6188,0.279649019,1
81942,148108754,48552,4,25.36533356,26.20266724,2906,6188,0.212549925,1
81942,148108760,48552,4,25.80266762,26.63999939,2906,6188,0.233207643,1
81942,148108789,48552,4,57.58399963,58.42133331,2906,6188,0.20849213,1
81942,148109028,48552,4,58.88533401,59.72266769,2906,6188,0.306856871,1
81942,148109169,48552,4,21.36000061,22.19733238,2906,6188,0.220215887,1
81942,148109239,48552,4,33.57333374,34.41066742,2906,6188,0.30215764,1
81942,148109265,48552,4,54.597332,55.43466568,2906,6188,0.295591116,1
81942,148109275,48552,4,44.74666595,45.58399963,2906,6188,0.3040739,1
81942,148109525,48552,4,28.95999908,29.79733276,2906,6188,0.218711495,1
81942,148109909,48552,4,3.589333296,4.426666737,2906,6188,0.256376594,1
81942,148110069,48552,4,57.49333191,58.33066559,2906,6188,0.300946563,1
81942,148110292,48552,4,8.682666779,9.520000458,2906,6188,0.277681798,1
81942,148118998,48552,4,48.38933182,49.2266655,2906,6188,0.306888074,1
81942,148119062,48552,4,17.49333382,18.3306675,2906,6188,0.232850686,1
81942,148119078,48552,4,7.168000221,8.005332947,2906,6188,0.42353639,1
81942,148119113,48552,4,21.33333397,22.17066574,2906,6188,0.291408598,1
81942,148119145,48552,4,48.53333282,49.3706665,2906,6188,0.229385614,1
81942,148119188,48552,4,57.37599945,58.21333313,2906,6188,0.336965084,1
81942,148119400,48552,4,44.06933212,44.9066658,2906,6188,0.398030579,1
81942,148119402,48552,4,58.58133316,59.41866684,2906,6188,0.452569723,1
81942,148119447,48552,4,1.712000012,2.549333334,2906,6188,0.268679351,1
81942,148119531,48552,4,54.0320015,54.86933517,2906,6188,0.318377674,1
81942,148119550,48552,4,35.70666504,36.54399872,2906,6188,0.219267771,1
81942,148119552,48552,4,30.31999969,31.15733337,2906,6188,0.360380799,1
81942,148119554,48552,4,40.60266495,41.43999863,2906,6188,0.403835088,1
81942,148119641,48552,4,37.0826683,37.91999817,2906,6188,0.281216145,1
81942,148119666,48552,4,17.32799911,18.16533279,2906,6188,0.224422619,1
81942,148119772,48552,4,0.688000023,1.525333285,2906,6188,0.255727828,1
81942,148119778,48552,4,9.173333168,10.01066685,2906,6188,0.225999057,1
81942,148119838,48552,4,23.41333389,24.25066757,2906,6188,0.271109998,1
81942,148120214,48552,4,38.21333313,39.05066681,2906,6188,0.260373622,1
81942,148120285,48552,4,46.35200119,47.18933487,2906,6188,0.328875452,1
81942,148120286,48552,4,12.80000019,13.63733292,2906,6188,0.330346346,1
81942,148120297,48552,4,14.80533314,15.64266682,2906,6188,0.35901168,1
81942,148120523,48552,4,5.045333385,5.882666588,2906,6188,0.29203257,1
81942,148120557,48552,4,31.6693325,32.50666809,2906,6188,0.425716788,1
81942,148120573,48552,4,17.05599976,17.89333344,2906,6188,0.27923888,1
81942,148120820,48552,4,58.26666641,59.10400009,2906,6188,0.202240825,1
81942,148121050,48552,4,1.733333349,2.570666552,2906,6188,0.206384391,1
81942,148121268,48552,4,0.309333324,1.146666646,2906,6188,0.213574842,1
81942,148121681,48552,4,52.97066498,53.80799866,2906,6188,0.294424444,1
81942,148121735,48552,4,22.34666634,23.18400002,2906,6188,0.372211933,1
81942,148121737,48552,4,22.84266663,23.68000031,2906,6188,0.272393107,1
81942,148121767,48552,4,23.32266617,24.15999985,2906,6188,0.286689043,1
81942,148121769,48552,4,5.573333263,6.410666466,2906,6188,0.25725171,1
81942,148121799,48552,4,26.54400063,27.3813324,2906,6188,0.262689173,1
81942,148121865,48552,4,46.58133316,47.41866684,2906,6188,0.3397035,1
81942,148121961,48552,4,5.562666893,6.400000095,2906,6188,0.247234255,1
81942,148121977,48552,4,33.97866821,34.81600189,2906,6188,0.382793128,1
81942,148122019,48552,4,13.48266697,14.31999969,2906,6188,0.340245038,1
81942,148122020,48552,4,22.21333313,23.05066681,2906,6188,0.287753016,1
81942,148122071,48552,4,40.06933212,40.9066658,2906,6188,0.391663373,1
81942,148122153,48552,4,37.34933472,38.1866684,2906,6188,0.202387899,1
81942,148122246,48552,4,54.99733353,55.83466721,2906,6188,0.334091187,1
81942,148122255,48552,4,42.94933319,43.78666687,2906,6188,0.403521001,1
81942,148122344,48552,4,12.87466621,13.71199989,2906,6188,0.234742388,1
81942,148122437,48552,4,30.20266724,31.04000092,2906,6188,0.281496257,1
81942,148122617,48552,4,3.96266675,4.800000191,2906,6188,0.252253681,1
81942,148122650,48552,4,51.19466782,52.0320015,2906,6188,0.283342779,1
81942,148122778,48552,4,47.95199966,48.78933334,2906,6188,0.265708238,1
81942,148122868,48552,4,42.00533295,42.84266663,2906,6188,0.299078107,1
81942,148122911,48552,4,48.69866562,49.5359993,2906,6188,0.283342987,1
81942,148122988,48552,4,14.16533375,15.00266647,2906,6188,0.310427278,1
81942,148123014,48552,4,24.26133347,25.09866714,2906,6188,0.358965546,1
81942,148123017,48552,4,10.86933327,11.70666695,2906,6188,0.330503017,1
81942,148123121,48552,4,0.688000023,1.525333285,2906,6188,0.347990334,1
81942,148123123,48552,4,54.39466476,55.23199844,2906,6188,0.291578442,1
81942,148123424,48552,4,41.40800095,42.24533463,2906,6188,0.324874997,1
81942,148123441,48552,4,15.50399971,16.34133339,2906,6188,0.296287179,1
81942,148123463,48552,4,22.87466621,23.71199989,2906,6188,0.259173989,1
81942,148123464,48552,4,8.666666985,9.50399971,2906,6188,0.243952721,1
81942,148123485,48552,4,45.48799896,46.32533264,2906,6188,0.345235467,1
81942,148123487,48552,4,18.26666641,19.10400009,2906,6188,0.286306471,1
81942,148123495,48552,4,35.79199982,36.6293335,2906,6188,0.202276096,1
81942,148142107,48552,4,46.29866791,47.13600159,2906,6188,0.240888923,1
81942,148142362,48552,4,29.76533318,30.60266685,2906,6188,0.286250025,1
81942,148144335,48552,4,57.78133392,58.6186676,2906,6188,0.209046647,1
81942,148144342,48552,4,26.11733246,26.95466614,2906,6188,0.344063342,1
81942,148144372,48552,4,24.20800018,25.04533386,2906,6188,0.231242493,1
81942,148144942,48552,4,6.682666779,7.519999981,2906,6188,0.214338481,1
81942,148145153,48552,4,48.7519989,49.58933258,2906,6188,0.247654274,1
81942,148145190,48552,4,16.72533417,17.56266594,2906,6188,0.243683815,1
81942,148145235,48552,4,49.35466766,50.19200134,2906,6188,0.257939488,1
81942,148145814,48552,4,0.666666687,1.503999949,2906,6188,0.267128617,1
81942,148110664,48552,4,57.13066483,57.9679985,2906,6188,0.292789936,1
81942,148110688,48552,4,57.61066818,58.44800186,2906,6188,0.255053043,1
81942,148110729,48552,4,56.30400085,57.14133453,2906,6188,0.304011762,1
81942,148111396,48552,4,5.541333199,6.378666878,2906,6188,0.205799147,1
81942,148111448,48552,4,6.703999996,7.541333199,2906,6188,0.207094923,1
81942,148111729,48552,4,46.43199921,47.26933289,2906,6188,0.211566254,1
81942,148111758,48552,4,6.671999931,7.509333134,2906,6188,0.287559748,1
81942,148112201,48552,4,0.245333329,1.082666636,2906,6188,0.310303867,1
81942,148112985,48552,4,35.42933273,36.26666641,2906,6188,0.292972893,1
81942,148113678,48552,4,56.20800018,57.04533386,2906,6188,0.341133833,1
81942,148113704,48552,4,24.13333321,24.97066689,2906,6188,0.251801342,1
81942,148113707,48552,4,0.671999991,1.509333372,2906,6188,0.372800738,1
81942,148114011,48552,4,15.2373333,16.07466698,2906,6188,0.363811821,1
81942,148114019,48552,4,0.94933331,1.786666632,2906,6188,0.260351419,1
81942,148114078,48552,4,28.77866745,29.61599922,2906,6188,0.215600312,1
81942,148114158,48552,4,48.19200134,49.02933502,2906,6188,0.315188259,1
81942,148114243,48552,4,51.62666702,52.4640007,2906,6188,0.236417204,1
81942,148114299,48552,4,36.71466827,37.55199814,2906,6188,0.231210113,1
81942,148114392,48552,4,58.34666824,59.18399811,2906,6188,0.319713444,1
81942,148114613,48552,4,36.45866776,37.29600143,2906,6188,0.38953945,1
81942,148114691,48552,4,54.68799973,55.5253334,2906,6188,0.238098204,1
81942,148114832,48552,4,9.487999916,10.3253336,2906,6188,0.28607291,1
81942,148123550,48552,4,11.33866692,12.17599964,2906,6188,0.246958226,1
81942,148123556,48552,4,22.4533329,23.29066658,2906,6188,0.313239992,1
81942,148123589,48552,4,9.322667122,10.15999985,2906,6188,0.281967849,1
81942,148123673,48552,4,0.991999984,1.829333305,2906,6188,0.320054531,1
81942,148124080,48552,4,29.25333405,30.09066582,2906,6188,0.32085067,1
81942,148124204,48552,4,37.50400162,38.34133148,2906,6188,0.263366967,1
81942,148124219,48552,4,2.256000042,3.093333244,2906,6188,0.336755365,1
81942,148124297,48552,4,10.56533337,11.40266705,2906,6188,0.213672236,1
81942,148124349,48552,4,53.0826683,53.91999817,2906,6188,0.23102884,1
81942,148124369,48552,4,53.95733261,54.79466629,2906,6188,0.338885784,1
81942,148124776,48552,4,19.8239994,20.66133308,2906,6188,0.268763185,1
81942,148124843,48552,4,55.95733261,56.79466629,2906,6188,0.309767842,1
81942,148124877,48552,4,21.23200035,22.06933403,2906,6188,0.260652453,1
81942,148124885,48552,4,15.86133289,16.69866753,2906,6188,0.337985873,1
81942,148124951,48552,4,4.682666779,5.519999981,2906,6188,0.201207235,1
81942,148124995,48552,4,6.111999989,6.949333191,2906,6188,0.233236581,1
81942,148125102,48552,4,49.65866852,50.49599838,2906,6188,0.287254632,1
81942,148125218,48552,4,5.866666794,6.703999996,2906,6188,0.235914931,1
81942,148125260,48552,4,12.23999977,13.07733345,2906,6188,0.210840389,1
