template_id,template_name,recording_id,species_id,scientific_name,songtype_id,songtype,x1,y1,x2,y2,date_created,source_project_name,url
5917,Nest Chatter AM02,7304917,9897,Agelaius tricolor,7,Alternative Song 2,36.86607487,3812.274368,38.04708607,4384.115523,01/20/2021 10:04:13,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5917.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=a8c7fb38e3efb0c9209aa0c39b1f7030910dd1cfad7173bd6498652a6a0a2f8b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5917.png&x-id=GetObject
5918,Nest Chatter AM03,7304917,9897,Agelaius tricolor,7,Alternative Song 2,37.03973585,3162.5,37.68871684,5875,01/20/2021 10:05:01,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5918.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=f1398d881a7a88aae11d421de10c99bf93d0304baf51d9744dfd3c68a673ecb0&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5918.png&x-id=GetObject
5919,Nest Chatter AM04,7100324,9897,Agelaius tricolor,7,Alternative Song 2,51.64189076,1572.377158,52.24319359,5896.414343,01/20/2021 12:29:24,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5919.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=811101120a1ad37192a6f10762a96fec37b5ea1c9fcf6c25eb3ea1c328af9037&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5919.png&x-id=GetObject
5925,Nest Chatter AM04,7078886,9897,Agelaius tricolor,7,Alternative Song 2,2.401966139,2267.346139,3.172037138,5626.029008,01/20/2021 17:34:04,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5925.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=56d2c3c1190c20ee2014fafc78662aca3ed334a8f17c08fd7a67c6c82002e32d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5925.png&x-id=GetObject
5926,Nest Chatter AM05,7078886,9897,Agelaius tricolor,7,Alternative Song 2,39,2762.5,40.0070922,6112.5,01/20/2021 17:36:10,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5926.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=b52765e0cbc09c776b13bea9c42ddd45c0611cd01fa8f0f94eda7ab362a66d7d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5926.png&x-id=GetObject
5930,Nest Chatter AM04b,7078886,9897,Agelaius tricolor,7,Alternative Song 2,2.4112643,2263.764405,3.168084482,5644.046095,01/20/2021 18:16:15,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5930.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=ffeda04753fca037ab2bcdab4ae1bc4a3df5d37a4353b30d7b3db972184d73f6&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5930.png&x-id=GetObject
5931,Male Song AM06,7079060,9897,Agelaius tricolor,1,Common Song,8.841463415,1027.749229,10.68597561,3601.233299,01/20/2021 18:17:32,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5931.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=afa7256cab78577aa5c3cde6ccfed08a676a128c2649a7f5f7cf25ee1bbcdc2e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5931.png&x-id=GetObject
5945,Nestling Call AM01,7304194,9897,Agelaius tricolor,6,Alternative Song,38.37371855,1238.845144,39.95340168,6624.671916,01/21/2021 17:33:54,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5945.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=f750fa878961b51d20437a754c64af8ce4ec63001b879f3a751b6bf020c504e8&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5945.png&x-id=GetObject
5946,Nestling Call AM02,10576249,9897,Agelaius tricolor,6,Alternative Song,28.5926614,4738.853503,34.97445425,6820.186183,01/21/2021 17:36:59,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5946.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=133d1b92980b8c64a7977c975d24e3e0fa956dec0f7975eb350163b98a6636df&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5946.png&x-id=GetObject
5947,Nestling Call AM03,7081059,9897,Agelaius tricolor,6,Alternative Song,25.8056872,1402.597403,29.07582938,7129.87013,01/21/2021 17:47:30,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5947.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=663b4fe826de1a6acf8df8aef85646cc01ef5f0776c601e6da59749120a16a26&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5947.png&x-id=GetObject
5948,Nestling Call AM04,7090671,9897,Agelaius tricolor,6,Alternative Song,21.96258993,4597.434837,23.70647482,7109.64005,01/21/2021 17:53:55,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5948.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=e9537865d6e53bac1978fbcc120531ea9841dd7a666d8030149bb45a1627f6f2&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5948.png&x-id=GetObject
5952,Nestling Call AM05,11047434,9897,Agelaius tricolor,6,Alternative Song,10.35336123,658.9595376,14.2026484,21468.20809,01/21/2021 18:23:27,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5952.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=f932ed804764e13036b07a71d1755511a6a46bffa57c15d72972bdc001a813b4&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5952.png&x-id=GetObject
5953,Nestling Call AM06,11047434,9897,Agelaius tricolor,6,Alternative Song,10.23116164,1421.965318,14.14154861,7109.82659,01/21/2021 18:23:43,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5953.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=85ff9705dabadcb88131c9ca7cd496f651b21c40f84ebb723e59640261a66f3e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5953.png&x-id=GetObject
5956,Nestling Call AM05b,11047434,9897,Agelaius tricolor,6,Alternative Song,10.24862161,1188.118812,13.95996182,21487.97737,01/21/2021 18:55:53,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5956.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=8c7ab3229efb5d9fe60fc71dc4f47a3cc4169586c2d4e56da12c74c47382eaf3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5956.png&x-id=GetObject
5957,Nestling Call AM07,11047434,9897,Agelaius tricolor,6,Alternative Song,9.497964086,1491.32948,14.38594779,11479.76879,01/21/2021 19:16:39,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/5957.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=8ac0860c560f2411dd04185deeb3b53c2d5c4e0cfdcc47e983641ff9390f8070&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5957.png&x-id=GetObject
6475,Male Chorus 1,7089816,9897,Agelaius tricolor,1,Common Song,0.315963707,176.25459,5.725392988,6756.425949,04/04/2021 19:42:27,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6475.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=27a59336b09fdab1e8874f2cf1f0cb3da943684694f9ebf01af73f98697a8a9d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6475.png&x-id=GetObject
6477,Male Song Type 1.0,10581344,9897,Agelaius tricolor,1,Common Song,4.567929676,1413.953488,5.509943492,4792.55814,04/04/2021 19:52:16,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6477.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=2da2ae4cb63c74d5b4d2eebfd02c6f64c97623617d69184c64cff3721160b8f8&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6477.png&x-id=GetObject
6478,Male Song Type 3.0,10581344,9897,Agelaius tricolor,1,Common Song,32.27569606,930.2325581,34.08436258,5067.906977,04/04/2021 19:53:12,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6478.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=01d701e7e17c64679a13db66d3a534a8e29cb3e6a3508df4f43bb9aee9d933fc&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6478.png&x-id=GetObject
6479,Male Song Type 2.0,7079060,9897,Agelaius tricolor,1,Common Song,8.515643613,981.25,11.29584163,3668.75,04/04/2021 19:54:44,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6479.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=afc78ac0cc60d36ec8977232c61a906237d0bd86c7c67d8dd350dfe28cbab1bb&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6479.png&x-id=GetObject
6563,Male Song Type 1.1,10530296,9897,Agelaius tricolor,1,Common Song,9.118541033,846.0508701,11.35258359,3373.493976,04/22/2021 19:20:35,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6563.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=9f3f7776a8aac3b84d7bf3a5d659663ad1dfdef58ac5cab9efb0f3aba45ff13d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6563.png&x-id=GetObject
6609,Male Song 4.0,7074967,9897,Agelaius tricolor,1,Common Song,9.767797908,765.685927,12.4929829,3411.556186,04/28/2021 13:56:57,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6609.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=bd8d08dca98992848390177942cf654574e7841fe60663bcc317fb8a4f239752&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6609.png&x-id=GetObject
6610,Male Song 2.1,7074679,9897,Agelaius tricolor,1,Common Song,57.56120092,775,59.9630485,3393.75,04/28/2021 14:09:23,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6610.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=c4126637eca167142c818a9de38754a64223faf9a52692610ec26f63b57caac9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6610.png&x-id=GetObject
6931,nestling squeal 01,2675791,9897,Agelaius tricolor,6,Alternative Song,46.29488356,1668.75,47.5940486,2906.25,05/23/2021 18:34:22,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6931.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=d5c1725356ead2205328ad84e0fa0d75d87b2604ce63ff9fd1d0004dbddc664b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6931.png&x-id=GetObject
6932,nestling squeal 02,2675670,9897,Agelaius tricolor,6,Alternative Song,25.40598247,1481.25,25.95615733,2787.5,05/23/2021 18:36:29,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6932.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=e653899858dd2c0c8da372fb77d8619fb396690fbbe45536b29dd399e8e17dc9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6932.png&x-id=GetObject
6948,MS HL 2.1,10581367,9897,Agelaius tricolor,1,Common Song,0.307717482,693.75,2.201111858,3350,05/24/2021 12:16:51,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6948.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=8ae876517f274cb3edad6dc5a585087b55db5ec8dd28fb1b23c13603b3df10e9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6948.png&x-id=GetObject
6949,MS HL 4.0,10561370,9897,Agelaius tricolor,1,Common Song,48.67195219,931.25,50.76969068,3675,05/24/2021 12:18:50,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6949.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=e6b78212e8d8a7c48ba5114fb1862f1eb36464db71c6d9f590491df6cc3b25c3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6949.png&x-id=GetObject
6961,Male Song HL 1.1,10556336,9897,Agelaius tricolor,1,Common Song,9.205796177,1168.75,11.16932597,3387.5,05/25/2021 09:11:20,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6961.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=aa483e954502b04d4a62a7729b790c1b7e39cc34f397a4363275f93ec003ba38&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6961.png&x-id=GetObject
6962,Male Song HL 5.0,7079041,9897,Agelaius tricolor,1,Common Song,24.08852707,1068.75,24.84381201,4431.25,05/25/2021 09:21:05,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/6962.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=e67fefc241f66ca2458889fe6b39ca2496925737fe2c1346b84eab96e9f5673f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6962.png&x-id=GetObject
