pattern_matching_id,name,timestamp,playlist_id,playlist_name,template_id,template_name,parameters
7640,Male Song HL 1.1,05/25/2021 13:12:02,11450,2019 Hay Landfill,6961,Male Song HL 1.1,"{""threshold"": 0.25, ""N"": 1}"
7641,Male Song HL 5.0,05/25/2021 13:21:44,11450,2019 Hay Landfill,6962,Male Song HL 5.0,"{""threshold"": 0.25, ""N"": 1}"
7676,Female Song CR 2.0,05/26/2021 22:02:51,12239,2019 Creed Road,6981,Female Song CR 02,"{""threshold"": 0.25, ""N"": 1}"
7888,Nestling Call HL10 NC=P,05/29/2021 23:30:22,12545,2019 HL nestling=present,7048,Nestling Call HL10,"{""threshold"": 0.2, ""N"": 1}"
7889,Nestling Call HL11 NC=P,05/29/2021 23:30:50,12545,2019 HL nestling=present,7049,Nestling Call HL11,"{""threshold"": 0.2, ""N"": 1}"
7890,Nestling Call HL12 NC=P,05/29/2021 23:31:57,12545,2019 HL nestling=present,7050,Nestling Call HL12,"{""threshold"": 0.2, ""N"": 1}"
7891,Nestling Call HL13 NC=P,05/29/2021 23:32:27,12545,2019 HL nestling=present,7051,Nestling Call HL13,"{""threshold"": 0.2, ""N"": 1}"
7892,Nestling Call HL14 NC=P,05/29/2021 23:32:59,12545,2019 HL nestling=present,7052,Nestling Call HL14,"{""threshold"": 0.2, ""N"": 1}"
7893,Nestling Call HL15 NC=P,05/29/2021 23:33:26,12545,2019 HL nestling=present,7053,Nestling Call HL15,"{""threshold"": 0.2, ""N"": 1}"
7894,Nestling Call HL16 NC=P,05/29/2021 23:33:50,12545,2019 HL nestling=present,7054,Nestling Call HL16,"{""threshold"": 0.2, ""N"": 1}"
7895,Nestling Call HL17 NC=P,05/29/2021 23:38:45,12545,2019 HL nestling=present,7055,Nestling Call HL17,"{""threshold"": 0.2, ""N"": 1}"
7896,Nestling Call HL18 NC=P,05/29/2021 23:39:16,12545,2019 HL nestling=present,7056,Nestling Call HL18,"{""threshold"": 0.2, ""N"": 1}"
7900,Female Song HL01 FS=P,05/29/2021 23:52:44,12547,2019 HL FS=P,7057,Female Song HL01,"{""threshold"": 0.2, ""N"": 1}"
7901,Female Song HL02 FS=P,05/29/2021 23:53:05,12547,2019 HL FS=P,7058,Female Song HL02,"{""threshold"": 0.2, ""N"": 1}"
7902,Female Song HL03 FS=P,05/29/2021 23:53:28,12547,2019 HL FS=P,7059,Female Song HL03,"{""threshold"": 0.2, ""N"": 1}"
7903,Female Song HL04 FS=P,05/29/2021 23:53:47,12547,2019 HL FS=P,7060,Female Song HL04,"{""threshold"": 0.2, ""N"": 1}"
7904,Female Song HL05 FS=P,05/29/2021 23:54:06,12547,2019 HL FS=P,7061,Female Song HL05,"{""threshold"": 0.2, ""N"": 1}"
7905,Female Song HL06 FS=P,05/29/2021 23:54:26,12547,2019 HL FS=P,7062,Female Song HL06,"{""threshold"": 0.2, ""N"": 1}"
7906,Female Song HL10 FS=P,05/30/2021 00:44:07,12547,2019 HL FS=P,7064,Female Song HL10,"{""threshold"": 0.2, ""N"": 1}"
7907,Female Song HL11 FS=P,05/30/2021 00:44:33,12547,2019 HL FS=P,7065,Female Song HL11,"{""threshold"": 0.2, ""N"": 1}"
7908,Female Song HL12 FS=P,05/30/2021 00:45:03,12547,2019 HL FS=P,7066,Female Song HL12,"{""threshold"": 0.2, ""N"": 1}"
7909,Female Song HL13 FS=P,05/30/2021 00:46:22,12547,2019 HL FS=P,7067,Female Song HL13,"{""threshold"": 0.2, ""N"": 1}"
7910,FEmale Song HL14 FS=P,05/30/2021 00:46:55,12547,2019 HL FS=P,7068,Female Song HL14,"{""threshold"": 0.2, ""N"": 1}"
7911,Female Song HL14 FS=P,05/30/2021 00:47:34,12547,2019 HL FS=P,7068,Female Song HL14,"{""threshold"": 0.2, ""N"": 1}"
7912,Female Song HL15 FS=P,05/30/2021 00:48:03,12547,2019 HL FS=P,7069,Female Song HL15,"{""threshold"": 0.2, ""N"": 1}"
7913,Female Song HL09,05/30/2021 00:49:23,12547,2019 HL FS=P,7046,Female Song HL09b,"{""threshold"": 0.2, ""N"": 1}"
7914,Female Song HL26 FS=P,05/30/2021 00:50:32,12547,2019 HL FS=P,7045,Female Song HL26,"{""threshold"": 0.2, ""N"": 1}"
7915,Female Song HL31 FS=P,05/30/2021 00:54:34,12547,2019 HL FS=P,7071,Female Song HL31,"{""threshold"": 0.2, ""N"": 1}"
7916,Female Song HL30,05/30/2021 00:54:58,12547,2019 HL FS=P,7070,Female Song HL30,"{""threshold"": 0.2, ""N"": 1}"
7917,Female Song HL32 FS=P,05/30/2021 00:55:28,12547,2019 HL FS=P,7072,Female Song HL32,"{""threshold"": 0.2, ""N"": 1}"
7918,Female Song HL33 FS=P,05/30/2021 00:56:04,12547,2019 HL FS=P,7073,Female Song HL33,"{""threshold"": 0.2, ""N"": 1}"
7919,Female Song HL34 FS=P,05/30/2021 00:59:02,12547,2019 HL FS=P,7074,Female Song HL34,"{""threshold"": 0.2, ""N"": 1}"
7921,Nestling Call,05/30/2021 01:04:42,12545,2019 HL nestling=present,7044,Nestling Call HL02,"{""threshold"": 0.2, ""N"": 1}"
7931,Female Song HL35 FS=P,05/30/2021 15:12:15,12547,2019 HL FS=P,7077,Female Song HL35,"{""threshold"": 0.2, ""N"": 1}"
7932,Female Song HL36,05/30/2021 15:12:45,12547,2019 HL FS=P,7078,Female Song HL36,"{""threshold"": 0.2, ""N"": 1}"
7933,Female Song HL37 FS=P,05/30/2021 15:13:26,12547,2019 HL FS=P,7079,Female Song HL37,"{""threshold"": 0.2, ""N"": 1}"
7937,Nestling HL30 NC=P,05/30/2021 23:23:09,12545,2019 HL nestling=present,7075,Nestling Call HL30,"{""threshold"": 0.2, ""N"": 1}"
7938,Nestling HL18 NC=P,05/30/2021 23:23:38,12545,2019 HL nestling=present,7056,Nestling Call HL18,"{""threshold"": 0.2, ""N"": 1}"
7939,Nestling HL17 NC=P,05/30/2021 23:24:12,12545,2019 HL nestling=present,7055,Nestling Call HL17,"{""threshold"": 0.2, ""N"": 1}"
7940,Nestling HL16 NC=P,05/30/2021 23:24:54,12545,2019 HL nestling=present,7054,Nestling Call HL16,"{""threshold"": 0.2, ""N"": 1}"
7941,Nestling HL15 NC=P,05/30/2021 23:25:38,12545,2019 HL nestling=present,7053,Nestling Call HL15,"{""threshold"": 0.2, ""N"": 1}"
7947,Nestling HL02 NC=P,05/30/2021 23:28:20,12545,2019 HL nestling=present,7044,Nestling Call HL02,"{""threshold"": 0.2, ""N"": 1}"
7998,Female Song HL34 CR 2019,06/07/2021 17:05:22,12558,2019 CR FS=P,7074,Female Song HL34,"{""threshold"": 0.2, ""N"": 1}"
8018,CR01 Female Song 2019 CR FS=P,06/08/2021 17:22:06,12558,2019 CR FS=P,7115,CR01 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8019,CR02 Female Song 2019 CR FS=P,06/08/2021 17:37:41,12558,2019 CR FS=P,7117,CR02 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8020,CR03 Female Song 2019 CR FS=P,06/08/2021 18:50:59,12558,2019 CR FS=P,7118,CR03 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8021,CR04 Female Song 2019 CR FS=P,06/08/2021 19:11:04,12558,2019 CR FS=P,7119,CR04 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8022,CR05 Female Song 2019 CR FS=P,06/08/2021 19:28:33,12558,2019 CR FS=P,7120,CR05 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8027,CR06 Female Song 2019 CR FS=P,06/09/2021 15:56:59,12558,2019 CR FS=P,7121,CR06 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8028,CR07 Female Song 2019 CR FS=P,06/09/2021 16:06:13,12558,2019 CR FS=P,7122,CR07 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8029,CR08 Female Song 2019 CR FS=P,06/09/2021 16:16:31,12558,2019 CR FS=P,7123,CR08 FS,"{""threshold"": 0.2, ""N"": 1}"
8030,CR09 Female Song 2019 CR FS=P,06/09/2021 16:29:33,12558,2019 CR FS=P,7124,CR09 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8031,CR10 Female Song 2019 CR FS=P,06/09/2021 16:41:46,12558,2019 CR FS=P,7125,CR10 FS,"{""threshold"": 0.2, ""N"": 1}"
8032,CR11 Female Song 2019 CR FS=P,06/09/2021 16:50:20,12558,2019 CR FS=P,7126,CR11 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8033,CR12 Female Song 2019 CR FS=P,06/09/2021 17:02:50,12558,2019 CR FS=P,7127,CR12 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8034,CR13 Female Song 2019 CR FS=P,06/09/2021 17:09:30,12558,2019 CR FS=P,7128,CR13 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8035,CR14 Female Song 2019 CR FS=P,06/09/2021 17:16:47,12558,2019 CR FS=P,7129,CR14 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8036,CR15 Female Song CR 2019 FS=P,06/09/2021 17:21:20,12558,2019 CR FS=P,7130,CR15 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8037,CR16 Female Song CR 2019 FS=P,06/09/2021 17:26:40,12558,2019 CR FS=P,7131,CR16 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8038,CR17 Female Song CR 2019 FS=P,06/09/2021 17:30:17,12558,2019 CR FS=P,7132,CR17 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8039,CR18 Female Song CR 2019 FS=P,06/09/2021 17:34:53,12558,2019 CR FS=P,7133,CR18 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8040,CR19 Female Song CR 2019 FS=P,06/09/2021 17:38:47,12558,2019 CR FS=P,7135,CR19 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8041,CR20 Female Song 2019 FS=P,06/09/2021 17:43:33,12558,2019 CR FS=P,7136,CR20 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8042,CR21 Female Song 2019 FS=P,06/09/2021 17:51:11,12558,2019 CR FS=P,7138,CR21 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8043,CR21 Female Song 2019 FS=P 2,06/09/2021 17:51:31,12558,2019 CR FS=P,7137,CR21 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8089,CR22 Female Song 2019 FS=P,06/14/2021 20:37:48,12558,2019 CR FS=P,7139,CR22 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8090,CR23 Female Song 2019 FS=P,06/14/2021 20:45:36,12558,2019 CR FS=P,7141,CR23 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8092,CR24 Female Song 2019 FS=P,06/15/2021 16:24:58,12558,2019 CR FS=P,7142,CR24 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8093,CR25 Female Song 2019 FS=P,06/15/2021 16:29:20,12558,2019 CR FS=P,7144,CR25 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8094,CR26 Female Song 2019 FS=P,06/15/2021 16:34:11,12558,2019 CR FS=P,7146,CR26 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8095,CR27 Female Song 2019 FS=P,06/15/2021 16:40:41,12558,2019 CR FS=P,7147,CR27 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8096,CR28 Female Song 2019 FS=P,06/15/2021 16:44:14,12558,2019 CR FS=P,7148,CR28 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8097,CR29 Female Song 2019 FS=P,06/15/2021 16:49:34,12558,2019 CR FS=P,7149,CR29 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8098,CR30 Female Song 2019 FS=P,06/15/2021 16:54:23,12558,2019 CR FS=P,7150,CR30 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8099,CR31 Female Song 2019 FS=P,06/15/2021 16:57:06,12558,2019 CR FS=P,7151,CR31 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8100,CR32 Female Song 2019 FS=P,06/15/2021 17:01:39,12558,2019 CR FS=P,7152,CR32 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8101,CR33 Female Song 2019 FS=P,06/15/2021 17:04:35,12558,2019 CR FS=P,7153,CR33 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8102,CR34 Female Song 2019 FS=P,06/15/2021 17:12:50,12558,2019 CR FS=P,7154,CR34 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8103,CR35 Female Song 2019 FS=P,06/15/2021 17:16:00,12558,2019 CR FS=P,7155,CR35 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8104,CR36 Female Song 2019 FS=P,06/15/2021 17:33:03,12558,2019 CR FS=P,7156,CR36 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8105,CR37 Female Song 2019 FS=P,06/15/2021 17:37:57,12558,2019 CR FS=P,7157,CR37 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8106,CR38 Female Song 2019 FS=P,06/15/2021 17:41:44,12558,2019 CR FS=P,7158,CR38 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8107,CR39 Female Song 2019 FS=P,06/15/2021 17:48:25,12558,2019 CR FS=P,7159,CR39 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8108,CR40 Female Song 2019 FS=P,06/15/2021 17:53:38,12558,2019 CR FS=P,7160,CR40 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8109,CR41 Female Song 2019 FS=P,06/15/2021 17:57:38,12558,2019 CR FS=P,7161,CR41 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8116,CR14 Female Song 2019 CR Full,06/16/2021 15:33:51,12239,2019 Creed Road,7129,CR14 Female Song,"{""threshold"": 0.2, ""N"": 1}"
8284,Male Song HL 5.0 Creed Road 2019,06/23/2021 15:57:36,12239,2019 Creed Road,6962,Male Song HL 5.0,"{""threshold"": 0.2, ""N"": 1}"
8285,CR Male Song 5.0 Creed Road 2019,06/23/2021 16:06:36,12239,2019 Creed Road,7539,Male Song 5.0 CR,"{""threshold"": 0.2, ""N"": 1}"
8309,CR Nestling Calls NC HL30 2019 NC=P,06/24/2021 15:31:09,12559,2019 CR FC=P,7075,Nestling Call HL30,"{""threshold"": 0.2, ""N"": 1}"
8335,CR01 Nestling Call 2019 NC=P,06/25/2021 15:35:11,12559,2019 CR FC=P,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8336,CR02 Nestling Call 2019 NC=P,06/25/2021 16:18:25,12559,2019 CR FC=P,7598,CR02 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8337,CR03 Nestling Call 2019 NC=P,06/25/2021 17:00:38,12559,2019 CR FC=P,7599,CR03 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8345,CR04 Nestling Call 2019 NC=P,06/25/2021 19:59:30,12559,2019 CR FC=P,7600,CR04 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8401,CR05 Nestling Call 2019 NC=P,06/28/2021 16:35:52,12559,2019 CR FC=P,7601,CR05 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8402,CR06 Nestling Call 2019 NC=P,06/28/2021 16:43:23,12559,2019 CR FC=P,7602,CR06 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8416,CR07 Nestling Call 2019 NC=(,06/28/2021 23:21:05,12559,2019 CR FC=P,7603,CR07 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8429,CR08 Nestling Call 2019 NC=P,06/29/2021 15:10:21,12559,2019 CR FC=P,7605,CR08 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8430,CR09 Nestling Call 2019 NC=P,06/29/2021 15:18:40,12559,2019 CR FC=P,7607,CR09 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8436,CR10 Nestling Call 2019 NC=P,06/29/2021 21:14:25,12559,2019 CR FC=P,7608,CR10 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8437,CR11 Nestling Call 2019 NC=P,06/29/2021 21:14:46,12559,2019 CR FC=P,7609,CR11 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8438,CR12 Nestling Call 2019 NC=P,06/29/2021 21:15:10,12559,2019 CR FC=P,7610,CR12 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8439,CR13 Nestling Call 2019 NC=P,06/29/2021 21:15:29,12559,2019 CR FC=P,7611,CR13 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8440,CR14 Nestling Call 2019 NC=P,06/29/2021 21:15:51,12559,2019 CR FC=P,7612,CR14 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8441,CR15 Nestling Call 2019 NC=P,06/29/2021 21:16:13,12559,2019 CR FC=P,7616,CR15 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8502,CR16 Nestling Call 2019 NC=P,07/01/2021 17:57:44,12559,2019 CR FC=P,7617,CR16 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8503,CR17 Nestling Call 2019 NC=P,07/01/2021 18:12:18,12559,2019 CR FC=P,7618,CR17 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8504,CR18 Nestling Call 2019 NC=P,07/01/2021 18:17:19,12559,2019 CR FC=P,7620,CR18 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8505,CR19 Nestling Call 2019 NC=P,07/01/2021 18:27:04,12559,2019 CR FC=P,7621,CR19 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8506,CR20 Nestling Call 2019 NC=P,07/01/2021 18:33:03,12559,2019 CR FC=P,7622,CR20 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8507,CR21 Nestling Call 2019 NC=P,07/01/2021 18:39:34,12559,2019 CR FC=P,7623,CR21 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8508,CR22 Nestling Call 2019 NC=P,07/01/2021 18:51:01,12559,2019 CR FC=P,7624,CR22 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8535,CR23 Nestling Call 2019 NC=P,07/02/2021 17:50:57,12559,2019 CR FC=P,7625,CR23 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8536,CR24 Nestling Call 2019 NC=P,07/02/2021 18:28:03,12559,2019 CR FC=P,7626,CR24 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8537,CR25 Nestling Call 2019 NC=P,07/02/2021 18:45:20,12559,2019 CR FC=P,7627,CR25 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8543,CR26 Nestling Call 2019 NC=P,07/02/2021 20:58:57,12559,2019 CR FC=P,7628,CR26 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8546,CR27 Nestling Call 2019 NC=P,07/02/2021 21:11:48,12559,2019 CR FC=P,7629,CR27 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8547,CR28 Nestling Call 2019 NC=P,07/02/2021 21:22:52,12559,2019 CR FC=P,7630,CR28 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8549,CR29 Nestling Call 2019 NC=P,07/02/2021 21:36:37,12559,2019 CR FC=P,7631,CR29 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8550,CR30 Nestling Call 2019 NC=P,07/02/2021 21:53:57,12559,2019 CR FC=P,7632,CR30 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8551,CR31 Nestling Call 2019 NC=P,07/02/2021 22:01:42,12559,2019 CR FC=P,7633,CR31 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8552,CR32 Nestling Call 2019 NC=P,07/02/2021 22:07:42,12559,2019 CR FC=P,7634,CR32 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8553,CR33 Nestling Call 2019 NC=P,07/02/2021 22:16:36,12559,2019 CR FC=P,7635,CR33 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
8554,CR34 Nestling Call 2019 NC=P,07/02/2021 22:22:06,12559,2019 CR FC=P,7636,CR34 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
