classification_result_id,job_id,job_name,model_id,model_name,recording_id,species_id,songtype_id,present
18421711,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384509,9897,7,0
18421712,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384522,9897,7,1
18421713,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384525,9897,7,0
18421714,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384531,9897,7,0
18421715,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384541,9897,7,1
18421716,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384542,9897,7,0
18421717,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384545,9897,7,0
18421718,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384549,9897,7,0
18421719,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384565,9897,7,0
18421720,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384581,9897,7,0
18421721,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384583,9897,7,1
18421722,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384585,9897,7,0
18421723,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384593,9897,7,0
18421724,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384594,9897,7,0
18421725,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384595,9897,7,0
18421726,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384608,9897,7,0
18421727,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384609,9897,7,0
18421728,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384611,9897,7,1
18421729,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384615,9897,7,0
18421730,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384617,9897,7,0
18421731,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384621,9897,7,0
18421732,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384623,9897,7,1
18421733,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384624,9897,7,0
18421734,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384625,9897,7,1
18421735,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384628,9897,7,0
18421736,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384632,9897,7,0
18421737,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384635,9897,7,0
18421738,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384636,9897,7,0
18421739,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384637,9897,7,0
18421740,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384657,9897,7,1
18421741,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384672,9897,7,1
18421742,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384681,9897,7,0
18421743,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384682,9897,7,0
18421744,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384693,9897,7,0
18421745,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384695,9897,7,1
18421746,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384696,9897,7,1
18421747,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384700,9897,7,0
18421748,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384704,9897,7,0
18421749,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384715,9897,7,0
18421750,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384722,9897,7,0
18421751,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384725,9897,7,0
18421752,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384729,9897,7,1
18421753,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384731,9897,7,1
18421754,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384739,9897,7,0
18421755,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384751,9897,7,0
18421756,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384752,9897,7,0
18421757,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384757,9897,7,0
18421758,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384769,9897,7,0
18421759,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384770,9897,7,0
18421760,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384771,9897,7,0
18421761,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384777,9897,7,1
18421762,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384791,9897,7,1
18421763,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384796,9897,7,0
18421764,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384807,9897,7,0
18421765,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384808,9897,7,1
18421766,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384822,9897,7,0
18421767,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384827,9897,7,0
18421768,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384832,9897,7,0
18421769,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384849,9897,7,0
18421770,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384858,9897,7,0
18421771,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384892,9897,7,0
18421772,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2384899,9897,7,1
18421773,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386368,9897,7,1
18421774,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386403,9897,7,1
18421775,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386412,9897,7,1
18421776,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386514,9897,7,1
18421777,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386516,9897,7,1
18421778,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386521,9897,7,1
18421779,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386527,9897,7,1
18421780,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386535,9897,7,1
18421781,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386536,9897,7,1
18421782,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386541,9897,7,1
18421783,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386548,9897,7,1
18421784,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386553,9897,7,1
18421785,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386561,9897,7,1
18421786,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386565,9897,7,1
18421787,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386571,9897,7,1
18421788,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386572,9897,7,1
18421789,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386602,9897,7,1
18421790,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386614,9897,7,1
18421791,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386619,9897,7,1
18421792,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386626,9897,7,1
18421793,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386632,9897,7,1
18421794,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386633,9897,7,1
18421795,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386636,9897,7,1
18421796,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386638,9897,7,1
18421797,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386645,9897,7,1
18421798,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386677,9897,7,0
18421799,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386678,9897,7,1
18421800,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386687,9897,7,1
18421801,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386692,9897,7,1
18421802,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386693,9897,7,1
18421803,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386694,9897,7,1
18421804,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386699,9897,7,1
18421805,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386700,9897,7,1
18421806,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386701,9897,7,1
18421807,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386705,9897,7,1
18421808,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386714,9897,7,1
18421809,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386717,9897,7,1
18421810,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386718,9897,7,1
18421811,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386719,9897,7,1
18421812,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386720,9897,7,1
18421813,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386758,9897,7,1
18421814,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386760,9897,7,1
18421815,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386763,9897,7,0
18421816,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386767,9897,7,0
18421817,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386769,9897,7,0
18421818,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386776,9897,7,0
18421819,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386777,9897,7,0
18421820,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386778,9897,7,0
18421821,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386783,9897,7,0
18421822,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386786,9897,7,1
18421823,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386790,9897,7,1
18421824,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386800,9897,7,0
18421825,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386804,9897,7,0
18421826,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386805,9897,7,0
18421827,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386812,9897,7,0
18421828,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386814,9897,7,0
18421829,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386817,9897,7,0
18421830,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386821,9897,7,0
18421831,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386822,9897,7,0
18421832,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386885,9897,7,0
18421833,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386895,9897,7,0
18421834,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386897,9897,7,0
18421835,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386899,9897,7,0
18421836,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386936,9897,7,0
18421837,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386941,9897,7,0
18421838,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386946,9897,7,0
18421839,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386948,9897,7,0
18421840,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386949,9897,7,0
18421841,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386951,9897,7,0
18421842,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386954,9897,7,0
18421843,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386957,9897,7,0
18421844,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386962,9897,7,0
18421845,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386965,9897,7,0
18421846,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386966,9897,7,1
18421847,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2386979,9897,7,1
18421848,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387009,9897,7,1
18421849,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387016,9897,7,1
18421850,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387020,9897,7,0
18421851,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387023,9897,7,0
18421852,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387027,9897,7,0
18421853,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387028,9897,7,0
18421854,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387031,9897,7,0
18421855,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387074,9897,7,1
18421856,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387084,9897,7,1
18421857,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387088,9897,7,1
18421858,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387089,9897,7,1
18421859,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387091,9897,7,1
18421860,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387092,9897,7,1
18421861,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387102,9897,7,1
18421862,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387103,9897,7,1
18421863,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387107,9897,7,1
18421864,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387109,9897,7,1
18421865,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387111,9897,7,1
18421866,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387112,9897,7,0
18421867,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387113,9897,7,1
18421868,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387119,9897,7,1
18421869,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387150,9897,7,1
18421870,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387151,9897,7,1
18421871,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387157,9897,7,1
18421872,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387159,9897,7,1
18421873,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387163,9897,7,1
18421874,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387165,9897,7,1
18421875,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387170,9897,7,1
18421876,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387171,9897,7,1
18421877,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387173,9897,7,1
18421878,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387178,9897,7,1
18421879,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387182,9897,7,1
18421880,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387185,9897,7,1
18421881,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387187,9897,7,1
18421882,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387192,9897,7,1
18421883,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387194,9897,7,1
18421884,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387205,9897,7,1
18421885,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387207,9897,7,1
18421886,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387210,9897,7,1
18421887,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387215,9897,7,1
18421888,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387217,9897,7,1
18421889,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387218,9897,7,1
18421890,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387225,9897,7,1
18421891,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387226,9897,7,1
18421892,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387228,9897,7,1
18421893,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387231,9897,7,1
18421894,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387232,9897,7,1
18421895,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387239,9897,7,0
18421896,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387272,9897,7,1
18421897,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387275,9897,7,1
18421898,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387276,9897,7,1
18421899,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387278,9897,7,0
18421900,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387280,9897,7,1
18421901,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387284,9897,7,0
18421902,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387286,9897,7,0
18421903,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387291,9897,7,0
18421904,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387294,9897,7,1
18421905,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387295,9897,7,1
18421906,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387296,9897,7,0
18421907,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387305,9897,7,1
18421908,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387306,9897,7,1
18421909,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387311,9897,7,1
18421910,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387340,9897,7,0
18421911,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387347,9897,7,1
18421912,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387348,9897,7,1
18421913,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387351,9897,7,1
18421914,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387352,9897,7,1
18421915,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387357,9897,7,0
18421916,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387365,9897,7,1
18421917,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387368,9897,7,1
18421918,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387369,9897,7,1
18421919,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387371,9897,7,0
18421920,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387374,9897,7,1
18421921,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387380,9897,7,1
18421922,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387385,9897,7,1
18421923,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387387,9897,7,1
18421924,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387450,9897,7,0
18421925,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387460,9897,7,1
18421926,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387463,9897,7,1
18421927,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387464,9897,7,1
18421928,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387468,9897,7,1
18421929,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387470,9897,7,1
18421930,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387471,9897,7,1
18421931,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387473,9897,7,1
18421932,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387479,9897,7,1
18421933,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387481,9897,7,1
18421934,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387486,9897,7,1
18421935,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387487,9897,7,1
18421936,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387489,9897,7,1
18421937,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387491,9897,7,1
18421938,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387493,9897,7,0
18421939,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387495,9897,7,1
18421940,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387525,9897,7,0
18421941,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387529,9897,7,1
18421942,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387539,9897,7,1
18421943,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387544,9897,7,1
18421944,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387546,9897,7,1
18421945,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387549,9897,7,0
18421946,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387553,9897,7,1
18421947,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387554,9897,7,1
18421948,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387555,9897,7,1
18421949,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387558,9897,7,1
18421950,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387560,9897,7,1
18421951,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387564,9897,7,1
18421952,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387566,9897,7,1
18421953,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387569,9897,7,1
18421954,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387601,9897,7,1
18421955,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387616,9897,7,1
18421956,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387617,9897,7,1
18421957,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387619,9897,7,0
18421958,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387620,9897,7,1
18421959,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387624,9897,7,0
18421960,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387626,9897,7,0
18421961,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387629,9897,7,1
18421962,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387632,9897,7,0
18421963,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387633,9897,7,0
18421964,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387636,9897,7,1
18421965,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387643,9897,7,0
18421966,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387677,9897,7,1
18421967,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387680,9897,7,1
18421968,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387682,9897,7,0
18421969,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387685,9897,7,0
18421970,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387690,9897,7,1
18421971,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387698,9897,7,0
18421972,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387699,9897,7,1
18421973,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387701,9897,7,1
18421974,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387702,9897,7,1
18421975,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387711,9897,7,0
18421976,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2387712,9897,7,0
