recording_id,site_id,datetime,datetime_utc,sample_rate,duration,samples,file_size,bit_rate,sample_encoding,upload_time,meta,url
215194781,66012,06/01/2024 05:00:00,06/01/2024 12:00:00,48000,60,2880000,0,447299,flac,11/19/2024 01:39:48,"{""comment"":""Recorded at 05:00:00 01/06/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 19.9C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-06-01_05-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/01/kpigcozwvy5r/4dc75116-31f0-41ae-9e9a-ca9464604362.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=ac61e9e184bb2e83d85a60791d70672e55457bc5e683b1b0197d00d595264b58&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D4dc75116-31f0-41ae-9e9a-ca9464604362.flac&x-id=GetObject
215194782,66012,05/29/2024 07:00:00,05/29/2024 14:00:00,48000,60,2880000,0,499950,flac,11/19/2024 01:39:49,"{""comment"":""Recorded at 07:00:00 29/05/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 27.1C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-05-29_07-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/29/kpigcozwvy5r/ca968ae5-d858-4685-aeb9-2345ca6d3805.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=ed5466fcb81488ea7a185d7372bcc7e0e4aa3151465117b9b53168ccf5ec8ce1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dca968ae5-d858-4685-aeb9-2345ca6d3805.flac&x-id=GetObject
215194783,66012,05/28/2024 14:20:00,05/28/2024 21:20:00,48000,60,2880000,0,477513,flac,11/19/2024 01:39:51,"{""comment"":""Recorded at 14:20:00 28/05/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 41.2C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-05-28_14-20.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/28/kpigcozwvy5r/0445af38-f1e9-49d1-a0b7-3e89a9b2337c.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=e900eefc6a38ecf927a1ad6aae424e4d9b8bfd420a1397c6061dafcfd871ceb7&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D0445af38-f1e9-49d1-a0b7-3e89a9b2337c.flac&x-id=GetObject
215194784,66012,05/30/2024 09:40:00,05/30/2024 16:40:00,48000,60,2880000,0,504080,flac,11/19/2024 01:39:52,"{""comment"":""Recorded at 09:40:00 30/05/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 34.2C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-05-30_09-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/kpigcozwvy5r/61f2a035-b06d-4e7d-8af6-1814a93d0587.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=ac427b720382932dc01e0199d90443f60d78fc44f4267e7436fc7e8e24798f6a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D61f2a035-b06d-4e7d-8af6-1814a93d0587.flac&x-id=GetObject
215194785,66012,05/28/2024 05:40:00,05/28/2024 12:40:00,48000,60,2880000,0,514597,flac,11/19/2024 01:39:53,"{""comment"":""Recorded at 05:40:00 28/05/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 16.3C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-05-28_05-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/28/kpigcozwvy5r/0ea76953-b654-4289-8cb5-49c194152cec.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=8fce9a89e15ef8e7add79499261942fbf6bbe2d5e3d90c3e781b6806df815ddb&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D0ea76953-b654-4289-8cb5-49c194152cec.flac&x-id=GetObject
215194786,66012,05/29/2024 03:40:00,05/29/2024 10:40:00,48000,60,2880000,0,430792,flac,11/19/2024 01:39:55,"{""comment"":""Recorded at 03:40:00 29/05/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 19.4C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-05-29_03-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/29/kpigcozwvy5r/31f2b494-d08d-4e8d-94f1-d89f0db93838.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=fe788ecf19099b3609923efe355f2baae25f4ada1839c22b415e5cd7bea2e86a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D31f2b494-d08d-4e8d-94f1-d89f0db93838.flac&x-id=GetObject
215194787,66012,06/02/2024 07:40:00,06/02/2024 14:40:00,48000,60,2880000,0,484485,flac,11/19/2024 01:39:56,"{""comment"":""Recorded at 07:40:00 02/06/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 25.0C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-06-02_07-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/02/kpigcozwvy5r/6b302a2e-ebeb-4145-abce-a2c8a35bb1ba.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=f40f4235c3aee90073d0451eab5a7852330a60537a6860d4b3132c484cd18f60&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6b302a2e-ebeb-4145-abce-a2c8a35bb1ba.flac&x-id=GetObject
215194788,66012,05/30/2024 13:00:00,05/30/2024 20:00:00,48000,60,2880000,0,467918,flac,11/19/2024 01:39:57,"{""comment"":""Recorded at 13:00:00 30/05/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 38.3C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-05-30_13-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/kpigcozwvy5r/935a0cda-70a5-4c45-b7cc-723a62e6fcf8.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=159d94af37aa02094cdafd77f884b88932e200c54e68c0fe90d71d608b691784&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D935a0cda-70a5-4c45-b7cc-723a62e6fcf8.flac&x-id=GetObject
215194789,66012,05/29/2024 20:20:00,05/30/2024 03:20:00,48000,60,2880000,0,515153,flac,11/19/2024 01:39:58,"{""comment"":""Recorded at 20:20:00 29/05/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was greater than 4.9V and temperature was 30.2C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-05-29_20-20.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/kpigcozwvy5r/5f45f8fc-33ec-48ad-877b-6961655cb304.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=b2fdee4c15ffe15317e589a82b2fca97339c6c49244db7bf614de7c97bfc8589&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5f45f8fc-33ec-48ad-877b-6961655cb304.flac&x-id=GetObject
215194790,66012,06/02/2024 09:14:00,06/02/2024 16:14:00,48000,32.08000183,1539852,0,573991,flac,11/19/2024 01:40:02,"{""comment"":""Recorded at 09:14:44 02/06/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 33.1C. Recording stopped due to switch position change."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-06-02_09-14.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/02/kpigcozwvy5r/d6bf1592-6ebd-452b-85ee-eef1fbf161ae.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=593fe6298d80248ffc471ac91009b61c8e986f004e23303455f1fa456095ae30&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dd6bf1592-6ebd-452b-85ee-eef1fbf161ae.flac&x-id=GetObject
215194791,66012,06/01/2024 08:20:00,06/01/2024 15:20:00,48000,60,2880000,0,475614,flac,11/19/2024 01:40:03,"{""comment"":""Recorded at 08:20:00 01/06/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 36.4C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-06-01_08-20.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/01/kpigcozwvy5r/a5d1705f-4dfe-4af3-9adf-3be74cf1d881.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=d90c86abc814605077a6fcbb533cae8f252b9d868ea0569ee5fa29695a4891bb&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Da5d1705f-4dfe-4af3-9adf-3be74cf1d881.flac&x-id=GetObject
215194792,66012,06/02/2024 08:40:00,06/02/2024 15:40:00,48000,60,2880000,0,498904,flac,11/19/2024 01:40:04,"{""comment"":""Recorded at 08:40:00 02/06/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 31.2C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-06-02_08-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/02/kpigcozwvy5r/25bd3aa8-6d93-4e3b-85f4-688163507fee.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=295e3545da06744dbd86c54a485b0eb6e2179dfe04ac0408e01064c2ce256a96&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D25bd3aa8-6d93-4e3b-85f4-688163507fee.flac&x-id=GetObject
215194793,66012,06/02/2024 06:40:00,06/02/2024 13:40:00,48000,60,2880000,0,480367,flac,11/19/2024 01:40:06,"{""comment"":""Recorded at 06:40:00 02/06/2024 (UTC-7) by AudioMoth 242A260463FBCF94 at medium gain while battery was 4.9V and temperature was 24.2C."",""artist"":""AudioMoth 242A260463FBCF94"",""encoder"":""Lavf58.24.101"",""filename"":""NSam-2024-06-02_06-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/02/kpigcozwvy5r/c980eade-ece4-44a3-ab68-79b5435a513f.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170149Z&X-Amz-Expires=604800&X-Amz-Signature=fe8f95658dd6ff690dbf1a5790fc6c70ababad4291c8f9110bfa796064174679&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dc980eade-ece4-44a3-ab68-79b5435a513f.flac&x-id=GetObject
